"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-32B-low-format - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-32B-low-format - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-14B-low-format - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-14B-low-format - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-4B-low-format - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-4B-low-format - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-32B - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-32B - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-14B - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-14B - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-4B - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-4B - train/rewards/reward_starts_and_ends/mean__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/rewards/reward_starts_and_ends/mean","Qwen/Qwen3-0.6B - train/rewards/reward_starts_and_ends/mean__MIN","Qwen/Qwen3-0.6B - train/rewards/reward_starts_and_ends/mean__MAX"
"2.4","","","","","","","7859","7859","7859","0.9","0.9","0.9","15719","15719","15719","0.925","0.925","0.925","15719","15719","15719","1","1","1","","","","","","","7859","7859","7859","0.975","0.975","0.975","15719","15719","15719","1","1","1","15719","15719","15719","0.9","0.9","0.9"
"2.407185628742515","5239","5239","5239","0.9000000029802322","0.9000000029802322","0.9000000029802322","","","","","","","","","","","","","","","","","","","5239","5239","5239","0.9416666686534881","0.9416666686534881","0.9416666686534881","","","","","","","","","","","","","","","","","",""
"2.42","","","","","","","","","","","","","15850","15850","15850","0.975","0.975","0.975","15850","15850","15850","0.9","0.9","0.9","","","","","","","","","","","","","15850","15850","15850","1","1","1","15850","15850","15850","1","1","1"
"2.44","","","","","","","7990","7990","7990","0.8375","0.8375","0.8375","15981","15981","15981","0.825","0.825","0.825","15981","15981","15981","0.85","0.85","0.85","","","","","","","7990","7990","7990","0.875","0.875","0.875","15981","15981","15981","0.875","0.875","0.875","15981","15981","15981","0.9","0.9","0.9"
"2.46","","","","","","","","","","","","","16112","16112","16112","0.975","0.975","0.975","16112","16112","16112","1","1","1","","","","","","","","","","","","","16112","16112","16112","1","1","1","16112","16112","16112","1","1","1"
"2.467065868263473","5370","5370","5370","0.8583333373069764","0.8583333373069764","0.8583333373069764","","","","","","","","","","","","","","","","","","","5370","5370","5370","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","",""
"2.48","","","","","","","8121","8121","8121","0.925","0.925","0.925","16243","16243","16243","0.875","0.875","0.875","16243","16243","16243","0.925","0.925","0.925","","","","","","","8121","8121","8121","0.9375","0.9375","0.9375","16243","16243","16243","0.875","0.875","0.875","16243","16243","16243","0.925","0.925","0.925"
"2.5","","","","","","","","","","","","","16374","16374","16374","0.875","0.875","0.875","16374","16374","16374","0.85","0.85","0.85","","","","","","","","","","","","","16374","16374","16374","0.9","0.9","0.9","16374","16374","16374","0.9","0.9","0.9"
"2.52","","","","","","","8252","8252","8252","0.75","0.75","0.75","16505","16505","16505","0.85","0.85","0.85","16505","16505","16505","0.9","0.9","0.9","","","","","","","8252","8252","8252","0.8625","0.8625","0.8625","16505","16505","16505","0.9","0.9","0.9","16505","16505","16505","0.85","0.85","0.85"
"2.5269461077844313","5501","5501","5501","0.8583333313465118","0.8583333313465118","0.8583333313465118","","","","","","","","","","","","","","","","","","","5501","5501","5501","0.8583333373069764","0.8583333373069764","0.8583333373069764","","","","","","","","","","","","","","","","","",""
"2.54","","","","","","","","","","","","","16636","16636","16636","1","1","1","16636","16636","16636","0.875","0.875","0.875","","","","","","","","","","","","","16636","16636","16636","0.975","0.975","0.975","16636","16636","16636","0.975","0.975","0.975"
"2.56","","","","","","","8383","8383","8383","0.8125","0.8125","0.8125","16767","16767","16767","0.925","0.925","0.925","16767","16767","16767","0.95","0.95","0.95","","","","","","","8383","8383","8383","0.9625","0.9625","0.9625","16767","16767","16767","0.975","0.975","0.975","16767","16767","16767","0.925","0.925","0.925"
"2.58","","","","","","","","","","","","","16898","16898","16898","0.975","0.975","0.975","16898","16898","16898","0.8","0.8","0.8","","","","","","","","","","","","","16898","16898","16898","1","1","1","16898","16898","16898","1","1","1"
"2.586826347305389","5632","5632","5632","0.8333333373069763","0.8333333373069763","0.8333333373069763","","","","","","","","","","","","","","","","","","","5632","5632","5632","0.8333333343267441","0.8333333343267441","0.8333333343267441","","","","","","","","","","","","","","","","","",""
"2.6","","","","","","","8514","8514","8514","0.8","0.8","0.8","17029","17029","17029","0.975","0.975","0.975","17029","17029","17029","0.9","0.9","0.9","","","","","","","8514","8514","8514","0.9375","0.9375","0.9375","17029","17029","17029","0.975","0.975","0.975","17029","17029","17029","0.975","0.975","0.975"
"2.62","","","","","","","","","","","","","17160","17160","17160","0.925","0.925","0.925","17160","17160","17160","0.975","0.975","0.975","","","","","","","","","","","","","17160","17160","17160","1","1","1","17160","17160","17160","1","1","1"
"2.64","","","","","","","8645","8645","8645","0.9625","0.9625","0.9625","17291","17291","17291","1","1","1","17291","17291","17291","0.95","0.95","0.95","","","","","","","8645","8645","8645","0.9875","0.9875","0.9875","17291","17291","17291","0.975","0.975","0.975","17291","17291","17291","1","1","1"
"2.6467065868263475","5763","5763","5763","0.8916666746139527","0.8916666746139527","0.8916666746139527","","","","","","","","","","","","","","","","","","","5763","5763","5763","0.9166666626930237","0.9166666626930237","0.9166666626930237","","","","","","","","","","","","","","","","","",""
"2.66","","","","","","","","","","","","","17422","17422","17422","0.975","0.975","0.975","17422","17422","17422","0.925","0.925","0.925","","","","","","","","","","","","","17422","17422","17422","1","1","1","17422","17422","17422","0.975","0.975","0.975"
"2.68","","","","","","","8776","8776","8776","0.9125","0.9125","0.9125","17553","17553","17553","0.9","0.9","0.9","17553","17553","17553","0.975","0.975","0.975","","","","","","","8776","8776","8776","1","1","1","17553","17553","17553","1","1","1","17553","17553","17553","1","1","1"
"2.7","","","","","","","","","","","","","17684","17684","17684","0.85","0.85","0.85","17684","17684","17684","0.975","0.975","0.975","","","","","","","","","","","","","17684","17684","17684","0.95","0.95","0.95","17684","17684","17684","0.825","0.825","0.825"
"2.7065868263473054","5894","5894","5894","0.8999999940395356","0.8999999940395356","0.8999999940395356","","","","","","","","","","","","","","","","","","","5894","5894","5894","0.9416666686534881","0.9416666686534881","0.9416666686534881","","","","","","","","","","","","","","","","","",""
"2.7199999999999998","","","","","","","8907","8907","8907","0.9","0.9","0.9","17815","17815","17815","1","1","1","17815","17815","17815","0.8","0.8","0.8","","","","","","","8907","8907","8907","0.875","0.875","0.875","17815","17815","17815","0.975","0.975","0.975","17815","17815","17815","0.95","0.95","0.95"
"2.74","","","","","","","","","","","","","17946","17946","17946","0.875","0.875","0.875","17946","17946","17946","0.9","0.9","0.9","","","","","","","","","","","","","17946","17946","17946","0.9","0.9","0.9","17946","17946","17946","0.875","0.875","0.875"
"2.76","","","","","","","9038","9038","9038","0.75","0.75","0.75","18077","18077","18077","0.825","0.825","0.825","18077","18077","18077","0.7","0.7","0.7","","","","","","","9038","9038","9038","0.7375","0.7375","0.7375","18077","18077","18077","0.675","0.675","0.675","18077","18077","18077","0.75","0.75","0.75"
"2.7664670658682633","6025","6025","6025","0.7333333373069764","0.7333333373069764","0.7333333373069764","","","","","","","","","","","","","","","","","","","6025","6025","6025","0.7916666716337204","0.7916666716337204","0.7916666716337204","","","","","","","","","","","","","","","","","",""
"2.7800000000000002","","","","","","","","","","","","","18208","18208","18208","0.875","0.875","0.875","18208","18208","18208","0.875","0.875","0.875","","","","","","","","","","","","","18208","18208","18208","0.9","0.9","0.9","18208","18208","18208","0.85","0.85","0.85"
"2.8","","","","","","","9169","9169","9169","0.7875","0.7875","0.7875","18339","18339","18339","0.975","0.975","0.975","18339","18339","18339","0.925","0.925","0.925","","","","","","","9169","9169","9169","0.875","0.875","0.875","18339","18339","18339","0.975","0.975","0.975","18339","18339","18339","0.975","0.975","0.975"
"2.82","","","","","","","","","","","","","18470","18470","18470","0.9","0.9","0.9","18470","18470","18470","0.75","0.75","0.75","","","","","","","","","","","","","18470","18470","18470","0.9","0.9","0.9","18470","18470","18470","0.875","0.875","0.875"
"2.8263473053892216","6156","6156","6156","0.8166666746139526","0.8166666746139526","0.8166666746139526","","","","","","","","","","","","","","","","","","","6156","6156","6156","0.8583333373069764","0.8583333373069764","0.8583333373069764","","","","","","","","","","","","","","","","","",""
"2.84","","","","","","","9300","9300","9300","0.8875","0.8875","0.8875","18601","18601","18601","0.95","0.95","0.95","18601","18601","18601","0.9","0.9","0.9","","","","","","","9300","9300","9300","0.8875","0.8875","0.8875","18601","18601","18601","1","1","1","18601","18601","18601","0.975","0.975","0.975"
"2.86","","","","","","","","","","","","","18732","18732","18732","1","1","1","18732","18732","18732","0.9","0.9","0.9","","","","","","","","","","","","","18732","18732","18732","1","1","1","18732","18732","18732","0.95","0.95","0.95"
"2.88","","","","","","","9431","9431","9431","0.975","0.975","0.975","18863","18863","18863","1","1","1","18863","18863","18863","0.95","0.95","0.95","","","","","","","9431","9431","9431","0.95","0.95","0.95","18863","18863","18863","1","1","1","18863","18863","18863","1","1","1"
"2.8862275449101795","6287","6287","6287","0.9083333373069763","0.9083333373069763","0.9083333373069763","","","","","","","","","","","","","","","","","","","6287","6287","6287","0.9416666746139526","0.9416666746139526","0.9416666746139526","","","","","","","","","","","","","","","","","",""
"2.9","","","","","","","","","","","","","18994","18994","18994","0.85","0.85","0.85","18994","18994","18994","0.85","0.85","0.85","","","","","","","","","","","","","18994","18994","18994","0.9","0.9","0.9","18994","18994","18994","0.875","0.875","0.875"
"2.92","","","","","","","9562","9562","9562","0.8375","0.8375","0.8375","19125","19125","19125","0.9","0.9","0.9","19125","19125","19125","0.875","0.875","0.875","","","","","","","9562","9562","9562","0.85","0.85","0.85","19125","19125","19125","0.9","0.9","0.9","19125","19125","19125","0.9","0.9","0.9"
"2.94","","","","","","","","","","","","","19256","19256","19256","0.975","0.975","0.975","19256","19256","19256","0.975","0.975","0.975","","","","","","","","","","","","","19256","19256","19256","1","1","1","19256","19256","19256","1","1","1"
"2.946107784431138","6418","6418","6418","0.8916666686534882","0.8916666686534882","0.8916666686534882","","","","","","","","","","","","","","","","","","","6418","6418","6418","0.875","0.875","0.875","","","","","","","","","","","","","","","","","",""
"2.96","","","","","","","9693","9693","9693","0.9875","0.9875","0.9875","19387","19387","19387","0.975","0.975","0.975","19387","19387","19387","0.925","0.925","0.925","","","","","","","9693","9693","9693","0.9875","0.9875","0.9875","19387","19387","19387","1","1","1","19387","19387","19387","0.975","0.975","0.975"
"2.98","","","","","","","","","","","","","19518","19518","19518","0.975","0.975","0.975","19518","19518","19518","0.95","0.95","0.95","","","","","","","","","","","","","19518","19518","19518","1","1","1","19518","19518","19518","1","1","1"
"3","","","","","","","9824","9824","9824","0.9125","0.9125","0.9125","19649","19649","19649","0.925","0.925","0.925","19649","19649","19649","0.925","0.925","0.925","","","","","","","9824","9824","9824","0.975","0.975","0.975","19649","19649","19649","0.925","0.925","0.925","19649","19649","19649","0.95","0.95","0.95"
"3.0119760479041915","6549","6549","6549","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","","","6549","6549","6549","0.9666666686534882","0.9666666686534882","0.9666666686534882","","","","","","","","","","","","","","","","","",""
"3.02","","","","","","","","","","","","","19780","19780","19780","0.925","0.925","0.925","19780","19780","19780","0.9","0.9","0.9","","","","","","","","","","","","","19780","19780","19780","0.975","0.975","0.975","19780","19780","19780","0.925","0.925","0.925"
"3.04","","","","","","","9955","9955","9955","0.925","0.925","0.925","19911","19911","19911","1","1","1","19911","19911","19911","1","1","1","","","","","","","9955","9955","9955","0.9625","0.9625","0.9625","19911","19911","19911","1","1","1","19911","19911","19911","0.975","0.975","0.975"
"3.06","","","","","","","","","","","","","20042","20042","20042","0.95","0.95","0.95","20042","20042","20042","0.9","0.9","0.9","","","","","","","","","","","","","20042","20042","20042","1","1","1","20042","20042","20042","0.875","0.875","0.875"
"3.07185628742515","6680","6680","6680","0.8416666716337204","0.8416666716337204","0.8416666716337204","","","","","","","","","","","","","","","","","","","6680","6680","6680","0.8333333358168602","0.8333333358168602","0.8333333358168602","","","","","","","","","","","","","","","","","",""
"3.08","","","","","","","10086","10086","10086","0.8125","0.8125","0.8125","20173","20173","20173","0.975","0.975","0.975","20173","20173","20173","0.95","0.95","0.95","","","","","","","10086","10086","10086","0.925","0.925","0.925","20173","20173","20173","1","1","1","20173","20173","20173","1","1","1"
"3.1","","","","","","","","","","","","","20304","20304","20304","0.875","0.875","0.875","20304","20304","20304","0.9","0.9","0.9","","","","","","","","","","","","","20304","20304","20304","0.9","0.9","0.9","20304","20304","20304","0.875","0.875","0.875"
"3.12","","","","","","","10217","10217","10217","0.8125","0.8125","0.8125","20435","20435","20435","0.9","0.9","0.9","20435","20435","20435","0.825","0.825","0.825","","","","","","","10217","10217","10217","0.8875","0.8875","0.8875","20435","20435","20435","0.9","0.9","0.9","20435","20435","20435","0.9","0.9","0.9"
"3.1317365269461077","6811","6811","6811","0.7916666597127915","0.7916666597127915","0.7916666597127915","","","","","","","","","","","","","","","","","","","6811","6811","6811","0.825","0.825","0.825","","","","","","","","","","","","","","","","","",""
"3.14","","","","","","","","","","","","","20566","20566","20566","0.975","0.975","0.975","20566","20566","20566","0.925","0.925","0.925","","","","","","","","","","","","","20566","20566","20566","0.925","0.925","0.925","20566","20566","20566","1","1","1"
"3.16","","","","","","","10348","10348","10348","0.7875","0.7875","0.7875","20697","20697","20697","0.925","0.925","0.925","20697","20697","20697","0.925","0.925","0.925","","","","","","","10348","10348","10348","0.825","0.825","0.825","20697","20697","20697","0.85","0.85","0.85","20697","20697","20697","0.9","0.9","0.9"
"3.18","","","","","","","","","","","","","20828","20828","20828","0.9","0.9","0.9","20828","20828","20828","1","1","1","","","","","","","","","","","","","20828","20828","20828","1","1","1","20828","20828","20828","0.975","0.975","0.975"
"3.191616766467066","6942","6942","6942","0.8833333313465118","0.8833333313465118","0.8833333313465118","","","","","","","","","","","","","","","","","","","6942","6942","6942","0.8833333373069763","0.8833333373069763","0.8833333373069763","","","","","","","","","","","","","","","","","",""
"3.2","","","","","","","10479","10479","10479","0.95","0.95","0.95","20959","20959","20959","1","1","1","20959","20959","20959","0.925","0.925","0.925","","","","","","","10479","10479","10479","0.95","0.95","0.95","20959","20959","20959","0.95","0.95","0.95","20959","20959","20959","0.975","0.975","0.975"
"3.22","","","","","","","","","","","","","21090","21090","21090","1","1","1","21090","21090","21090","0.975","0.975","0.975","","","","","","","","","","","","","21090","21090","21090","1","1","1","21090","21090","21090","1","1","1"
"3.24","","","","","","","10610","10610","10610","0.825","0.825","0.825","21221","21221","21221","0.925","0.925","0.925","21221","21221","21221","0.9","0.9","0.9","","","","","","","10610","10610","10610","0.925","0.925","0.925","21221","21221","21221","0.925","0.925","0.925","21221","21221","21221","0.925","0.925","0.925"
"3.251497005988024","7073","7073","7073","0.8750000059604645","0.8750000059604645","0.8750000059604645","","","","","","","","","","","","","","","","","","","7073","7073","7073","0.925","0.925","0.925","","","","","","","","","","","","","","","","","",""
"3.26","","","","","","","","","","","","","21352","21352","21352","1","1","1","21352","21352","21352","1","1","1","","","","","","","","","","","","","21352","21352","21352","1","1","1","21352","21352","21352","1","1","1"
"3.2800000000000002","","","","","","","10741","10741","10741","0.8375","0.8375","0.8375","21483","21483","21483","0.875","0.875","0.875","21483","21483","21483","0.925","0.925","0.925","","","","","","","10741","10741","10741","0.925","0.925","0.925","21483","21483","21483","0.9","0.9","0.9","21483","21483","21483","0.9","0.9","0.9"
"3.3","","","","","","","","","","","","","21614","21614","21614","0.825","0.825","0.825","21614","21614","21614","0.775","0.775","0.775","","","","","","","","","","","","","21614","21614","21614","0.9","0.9","0.9","21614","21614","21614","0.825","0.825","0.825"
"3.3113772455089823","7204","7204","7204","0.8500000059604644","0.8500000059604644","0.8500000059604644","","","","","","","","","","","","","","","","","","","7204","7204","7204","0.8666666746139526","0.8666666746139526","0.8666666746139526","","","","","","","","","","","","","","","","","",""
"3.32","","","","","","","10872","10872","10872","0.8875","0.8875","0.8875","21745","21745","21745","0.975","0.975","0.975","21745","21745","21745","1","1","1","","","","","","","10872","10872","10872","0.9","0.9","0.9","21745","21745","21745","1","1","1","21745","21745","21745","1","1","1"
"3.34","","","","","","","","","","","","","21876","21876","21876","1","1","1","21876","21876","21876","0.95","0.95","0.95","","","","","","","","","","","","","21876","21876","21876","1","1","1","21876","21876","21876","0.975","0.975","0.975"
"3.36","","","","","","","11003","11003","11003","0.9375","0.9375","0.9375","22007","22007","22007","0.875","0.875","0.875","22007","22007","22007","0.9","0.9","0.9","","","","","","","11003","11003","11003","0.9375","0.9375","0.9375","22007","22007","22007","0.9","0.9","0.9","22007","22007","22007","0.9","0.9","0.9"
"3.37125748502994","7335","7335","7335","0.8583333402872085","0.8583333402872085","0.8583333402872085","","","","","","","","","","","","","","","","","","","7335","7335","7335","0.8833333432674408","0.8833333432674408","0.8833333432674408","","","","","","","","","","","","","","","","","",""
"3.38","","","","","","","","","","","","","22138","22138","22138","0.825","0.825","0.825","22138","22138","22138","0.8","0.8","0.8","","","","","","","","","","","","","22138","22138","22138","0.8","0.8","0.8","22138","22138","22138","0.8","0.8","0.8"
"3.4","","","","","","","11134","11134","11134","0.8375","0.8375","0.8375","22269","22269","22269","1","1","1","22269","22269","22269","0.975","0.975","0.975","","","","","","","11134","11134","11134","0.9","0.9","0.9","22269","22269","22269","1","1","1","22269","22269","22269","1","1","1"
"3.42","","","","","","","","","","","","","22400","22400","22400","0.825","0.825","0.825","22400","22400","22400","0.875","0.875","0.875","","","","","","","","","","","","","22400","22400","22400","0.9","0.9","0.9","22400","22400","22400","0.9","0.9","0.9"
"3.431137724550898","7466","7466","7466","0.8583333343267441","0.8583333343267441","0.8583333343267441","","","","","","","","","","","","","","","","","","","7466","7466","7466","0.925","0.925","0.925","","","","","","","","","","","","","","","","","",""
"3.44","","","","","","","11265","11265","11265","0.875","0.875","0.875","22531","22531","22531","0.975","0.975","0.975","22531","22531","22531","1","1","1","","","","","","","11265","11265","11265","0.9375","0.9375","0.9375","22531","22531","22531","1","1","1","22531","22531","22531","1","1","1"
"3.46","","","","","","","","","","","","","22662","22662","22662","1","1","1","22662","22662","22662","0.825","0.825","0.825","","","","","","","","","","","","","22662","22662","22662","0.975","0.975","0.975","22662","22662","22662","1","1","1"
"3.48","","","","","","","11396","11396","11396","0.875","0.875","0.875","22793","22793","22793","0.85","0.85","0.85","22793","22793","22793","0.9","0.9","0.9","","","","","","","11396","11396","11396","0.9375","0.9375","0.9375","22793","22793","22793","0.9","0.9","0.9","22793","22793","22793","0.95","0.95","0.95"
"3.4910179640718564","7597","7597","7597","0.875","0.875","0.875","","","","","","","","","","","","","","","","","","","7597","7597","7597","0.9083333373069763","0.9083333373069763","0.9083333373069763","","","","","","","","","","","","","","","","","",""
"3.5","","","","","","","","","","","","","22924","22924","22924","1","1","1","22924","22924","22924","1","1","1","","","","","","","","","","","","","22924","22924","22924","0.975","0.975","0.975","22924","22924","22924","1","1","1"
"3.52","","","","","","","11527","11527","11527","0.925","0.925","0.925","23055","23055","23055","0.95","0.95","0.95","23055","23055","23055","0.975","0.975","0.975","","","","","","","11527","11527","11527","0.975","0.975","0.975","23055","23055","23055","1","1","1","23055","23055","23055","1","1","1"
"3.54","","","","","","","","","","","","","23186","23186","23186","0.925","0.925","0.925","23186","23186","23186","0.9","0.9","0.9","","","","","","","","","","","","","23186","23186","23186","1","1","1","23186","23186","23186","1","1","1"
"3.5508982035928143","7728","7728","7728","0.875","0.875","0.875","","","","","","","","","","","","","","","","","","","7728","7728","7728","0.9250000059604645","0.9250000059604645","0.9250000059604645","","","","","","","","","","","","","","","","","",""
"3.56","","","","","","","11658","11658","11658","0.8625","0.8625","0.8625","23317","23317","23317","0.975","0.975","0.975","23317","23317","23317","1","1","1","","","","","","","11658","11658","11658","0.9625","0.9625","0.9625","23317","23317","23317","1","1","1","23317","23317","23317","0.975","0.975","0.975"
"3.58","","","","","","","","","","","","","23448","23448","23448","1","1","1","23448","23448","23448","0.925","0.925","0.925","","","","","","","","","","","","","23448","23448","23448","0.95","0.95","0.95","23448","23448","23448","1","1","1"
"3.6","","","","","","","11789","11789","11789","0.975","0.975","0.975","23579","23579","23579","0.975","0.975","0.975","23579","23579","23579","1","1","1","","","","","","","11789","11789","11789","0.9625","0.9625","0.9625","23579","23579","23579","0.975","0.975","0.975","23579","23579","23579","1","1","1"
"3.6107784431137726","7859","7859","7859","0.9083333253860474","0.9083333253860474","0.9083333253860474","","","","","","","","","","","","","","","","","","","7859","7859","7859","0.9416666686534881","0.9416666686534881","0.9416666686534881","","","","","","","","","","","","","","","","","",""
"3.62","","","","","","","","","","","","","23710","23710","23710","0.875","0.875","0.875","23710","23710","23710","0.9","0.9","0.9","","","","","","","","","","","","","23710","23710","23710","0.925","0.925","0.925","23710","23710","23710","0.9","0.9","0.9"
"3.64","","","","","","","11920","11920","11920","0.9125","0.9125","0.9125","23841","23841","23841","1","1","1","23841","23841","23841","0.925","0.925","0.925","","","","","","","11920","11920","11920","0.9375","0.9375","0.9375","23841","23841","23841","1","1","1","23841","23841","23841","1","1","1"
"3.66","","","","","","","","","","","","","23972","23972","23972","1","1","1","23972","23972","23972","0.875","0.875","0.875","","","","","","","","","","","","","23972","23972","23972","0.9","0.9","0.9","23972","23972","23972","0.95","0.95","0.95"
"3.6706586826347305","7990","7990","7990","0.8583333373069764","0.8583333373069764","0.8583333373069764","","","","","","","","","","","","","","","","","","","7990","7990","7990","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","",""
"3.68","","","","","","","12051","12051","12051","0.875","0.875","0.875","24103","24103","24103","0.85","0.85","0.85","24103","24103","24103","0.9","0.9","0.9","","","","","","","12051","12051","12051","0.8875","0.8875","0.8875","24103","24103","24103","0.9","0.9","0.9","24103","24103","24103","0.9","0.9","0.9"
"3.7","","","","","","","","","","","","","24234","24234","24234","0.85","0.85","0.85","24234","24234","24234","0.6","0.6","0.6","","","","","","","","","","","","","24234","24234","24234","0.875","0.875","0.875","24234","24234","24234","0.9","0.9","0.9"
"3.7199999999999998","","","","","","","12182","12182","12182","0.7875","0.7875","0.7875","24365","24365","24365","0.95","0.95","0.95","24365","24365","24365","0.925","0.925","0.925","","","","","","","12182","12182","12182","0.8375","0.8375","0.8375","24365","24365","24365","0.925","0.925","0.925","24365","24365","24365","1","1","1"
"3.730538922155689","8121","8121","8121","0.8166666716337204","0.8166666716337204","0.8166666716337204","","","","","","","","","","","","","","","","","","","8121","8121","8121","0.8250000029802322","0.8250000029802322","0.8250000029802322","","","","","","","","","","","","","","","","","",""
"3.74","","","","","","","","","","","","","24496","24496","24496","0.95","0.95","0.95","24496","24496","24496","0.8","0.8","0.8","","","","","","","","","","","","","24496","24496","24496","0.975","0.975","0.975","24496","24496","24496","0.975","0.975","0.975"
"3.76","","","","","","","12313","12313","12313","0.925","0.925","0.925","24627","24627","24627","0.975","0.975","0.975","24627","24627","24627","0.95","0.95","0.95","","","","","","","12313","12313","12313","0.9125","0.9125","0.9125","24627","24627","24627","1","1","1","24627","24627","24627","1","1","1"
"3.7800000000000002","","","","","","","","","","","","","24758","24758","24758","0.975","0.975","0.975","24758","24758","24758","0.975","0.975","0.975","","","","","","","","","","","","","24758","24758","24758","0.975","0.975","0.975","24758","24758","24758","0.975","0.975","0.975"
"3.7904191616766467","8252","8252","8252","0.9","0.9","0.9","","","","","","","","","","","","","","","","","","","8252","8252","8252","0.9416666686534881","0.9416666686534881","0.9416666686534881","","","","","","","","","","","","","","","","","",""
"3.8","","","","","","","12444","12444","12444","0.8","0.8","0.8","24889","24889","24889","0.9","0.9","0.9","24889","24889","24889","0.9","0.9","0.9","","","","","","","12444","12444","12444","0.925","0.925","0.925","24889","24889","24889","0.95","0.95","0.95","24889","24889","24889","0.95","0.95","0.95"
"3.82","","","","","","","","","","","","","25020","25020","25020","0.975","0.975","0.975","25020","25020","25020","0.85","0.85","0.85","","","","","","","","","","","","","25020","25020","25020","0.975","0.975","0.975","25020","25020","25020","1","1","1"
"3.84","","","","","","","12575","12575","12575","0.9","0.9","0.9","25151","25151","25151","1","1","1","25151","25151","25151","1","1","1","","","","","","","12575","12575","12575","0.9625","0.9625","0.9625","25151","25151","25151","1","1","1","25151","25151","25151","1","1","1"
"3.8502994011976046","8383","8383","8383","0.8083333313465119","0.8083333313465119","0.8083333313465119","","","","","","","","","","","","","","","","","","","8383","8383","8383","0.8916666746139527","0.8916666746139527","0.8916666746139527","","","","","","","","","","","","","","","","","",""
"3.86","","","","","","","","","","","","","25282","25282","25282","0.975","0.975","0.975","25282","25282","25282","0.925","0.925","0.925","","","","","","","","","","","","","25282","25282","25282","1","1","1","25282","25282","25282","1","1","1"
"3.88","","","","","","","12706","12706","12706","0.875","0.875","0.875","25413","25413","25413","0.975","0.975","0.975","25413","25413","25413","0.975","0.975","0.975","","","","","","","12706","12706","12706","0.9375","0.9375","0.9375","25413","25413","25413","1","1","1","25413","25413","25413","0.975","0.975","0.975"
"3.9","","","","","","","","","","","","","25544","25544","25544","0.975","0.975","0.975","25544","25544","25544","0.975","0.975","0.975","","","","","","","","","","","","","25544","25544","25544","1","1","1","25544","25544","25544","0.975","0.975","0.975"
"3.910179640718563","8514","8514","8514","0.9500000059604645","0.9500000059604645","0.9500000059604645","","","","","","","","","","","","","","","","","","","8514","8514","8514","0.9583333373069763","0.9583333373069763","0.9583333373069763","","","","","","","","","","","","","","","","","",""
