"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/rewards/reward_format_hint/mean","Qwen/Qwen3-32B-low-format - train/rewards/reward_format_hint/mean__MIN","Qwen/Qwen3-32B-low-format - train/rewards/reward_format_hint/mean__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/rewards/reward_format_hint/mean","Qwen/Qwen3-14B-low-format - train/rewards/reward_format_hint/mean__MIN","Qwen/Qwen3-14B-low-format - train/rewards/reward_format_hint/mean__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_format_hint/mean","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_format_hint/mean__MIN","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_format_hint/mean__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/rewards/reward_format_hint/mean","Qwen/Qwen3-4B-low-format - train/rewards/reward_format_hint/mean__MIN","Qwen/Qwen3-4B-low-format - train/rewards/reward_format_hint/mean__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/rewards/reward_format_hint/mean","Qwen/Qwen3-32B - train/rewards/reward_format_hint/mean__MIN","Qwen/Qwen3-32B - train/rewards/reward_format_hint/mean__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/rewards/reward_format_hint/mean","Qwen/Qwen3-14B - train/rewards/reward_format_hint/mean__MIN","Qwen/Qwen3-14B - train/rewards/reward_format_hint/mean__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/rewards/reward_format_hint/mean","Qwen/Qwen3-4B - train/rewards/reward_format_hint/mean__MIN","Qwen/Qwen3-4B - train/rewards/reward_format_hint/mean__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/rewards/reward_format_hint/mean","Qwen/Qwen3-0.6B - train/rewards/reward_format_hint/mean__MIN","Qwen/Qwen3-0.6B - train/rewards/reward_format_hint/mean__MAX"
"1.26","","","","","","","","","","","","","8252","8252","8252","1","1","1","8252","8252","8252","0.85","0.85","0.85","","","","","","","","","","","","","8252","8252","8252","1","1","1","8252","8252","8252","1","1","1"
"1.2634730538922156","2750","2750","2750","0.4666666626930237","0.4666666626930237","0.4666666626930237","","","","","","","","","","","","","","","","","","","2750","2750","2750","0.5416666731238365","0.5416666731238365","0.5416666731238365","","","","","","","","","","","","","","","","","",""
"1.28","","","","","","","4191","4191","4191","0.675","0.675","0.675","8383","8383","8383","0.925","0.925","0.925","8383","8383","8383","0.775","0.775","0.775","","","","","","","4191","4191","4191","0.95","0.95","0.95","8383","8383","8383","1","1","1","8383","8383","8383","1","1","1"
"1.3","","","","","","","","","","","","","8514","8514","8514","0.95","0.95","0.95","8514","8514","8514","0.775","0.775","0.775","","","","","","","","","","","","","8514","8514","8514","0.925","0.925","0.925","8514","8514","8514","0.925","0.925","0.925"
"1.32","","","","","","","4322","4322","4322","0.65","0.65","0.65","8645","8645","8645","1","1","1","8645","8645","8645","0.875","0.875","0.875","","","","","","","4322","4322","4322","0.9375","0.9375","0.9375","8645","8645","8645","1","1","1","8645","8645","8645","1","1","1"
"1.3233532934131738","2881","2881","2881","0.5499999925494194","0.5499999925494194","0.5499999925494194","","","","","","","","","","","","","","","","","","","2881","2881","2881","0.5166666656732559","0.5166666656732559","0.5166666656732559","","","","","","","","","","","","","","","","","",""
"1.34","","","","","","","","","","","","","8776","8776","8776","1","1","1","8776","8776","8776","0.8","0.8","0.8","","","","","","","","","","","","","8776","8776","8776","1","1","1","8776","8776","8776","1","1","1"
"1.3599999999999999","","","","","","","4453","4453","4453","0.7625","0.7625","0.7625","8907","8907","8907","1","1","1","8907","8907","8907","0.875","0.875","0.875","","","","","","","4453","4453","4453","0.9875","0.9875","0.9875","8907","8907","8907","1","1","1","8907","8907","8907","1","1","1"
"1.38","","","","","","","","","","","","","9038","9038","9038","0.9","0.9","0.9","9038","9038","9038","0.775","0.775","0.775","","","","","","","","","","","","","9038","9038","9038","1","1","1","9038","9038","9038","0.95","0.95","0.95"
"1.3832335329341316","3012","3012","3012","0.48333333283662794","0.48333333283662794","0.48333333283662794","","","","","","","","","","","","","","","","","","","3012","3012","3012","0.5583333365619183","0.5583333365619183","0.5583333365619183","","","","","","","","","","","","","","","","","",""
"1.4","","","","","","","4584","4584","4584","0.75","0.75","0.75","9169","9169","9169","0.9","0.9","0.9","9169","9169","9169","0.625","0.625","0.625","","","","","","","4584","4584","4584","0.8625","0.8625","0.8625","9169","9169","9169","0.85","0.85","0.85","9169","9169","9169","0.9","0.9","0.9"
"1.42","","","","","","","","","","","","","9300","9300","9300","0.95","0.95","0.95","9300","9300","9300","0.625","0.625","0.625","","","","","","","","","","","","","9300","9300","9300","0.9","0.9","0.9","9300","9300","9300","0.925","0.925","0.925"
"1.44","","","","","","","4715","4715","4715","0.75","0.75","0.75","9431","9431","9431","0.95","0.95","0.95","9431","9431","9431","0.925","0.925","0.925","","","","","","","4715","4715","4715","0.9","0.9","0.9","9431","9431","9431","0.925","0.925","0.925","9431","9431","9431","0.975","0.975","0.975"
"1.4431137724550898","3143","3143","3143","0.5666666686534881","0.5666666686534881","0.5666666686534881","","","","","","","","","","","","","","","","","","","3143","3143","3143","0.5999999940395355","0.5999999940395355","0.5999999940395355","","","","","","","","","","","","","","","","","",""
"1.46","","","","","","","","","","","","","9562","9562","9562","1","1","1","9562","9562","9562","0.775","0.775","0.775","","","","","","","","","","","","","9562","9562","9562","1","1","1","9562","9562","9562","1","1","1"
"1.48","","","","","","","4846","4846","4846","0.775","0.775","0.775","9693","9693","9693","0.9","0.9","0.9","9693","9693","9693","0.825","0.825","0.825","","","","","","","4846","4846","4846","0.975","0.975","0.975","9693","9693","9693","0.9","0.9","0.9","9693","9693","9693","0.9","0.9","0.9"
"1.5","","","","","","","","","","","","","9824","9824","9824","1","1","1","9824","9824","9824","0.75","0.75","0.75","","","","","","","","","","","","","9824","9824","9824","1","1","1","9824","9824","9824","1","1","1"
"1.5029940119760479","3274","3274","3274","0.6166666656732559","0.6166666656732559","0.6166666656732559","","","","","","","","","","","","","","","","","","","3274","3274","3274","0.6416666716337204","0.6416666716337204","0.6416666716337204","","","","","","","","","","","","","","","","","",""
"1.52","","","","","","","4977","4977","4977","0.825","0.825","0.825","9955","9955","9955","1","1","1","9955","9955","9955","0.9","0.9","0.9","","","","","","","4977","4977","4977","0.925","0.925","0.925","9955","9955","9955","1","1","1","9955","9955","9955","1","1","1"
"1.54","","","","","","","","","","","","","10086","10086","10086","0.975","0.975","0.975","10086","10086","10086","0.8","0.8","0.8","","","","","","","","","","","","","10086","10086","10086","0.925","0.925","0.925","10086","10086","10086","1","1","1"
"1.56","","","","","","","5108","5108","5108","0.525","0.525","0.525","10217","10217","10217","0.85","0.85","0.85","10217","10217","10217","0.625","0.625","0.625","","","","","","","5108","5108","5108","0.825","0.825","0.825","10217","10217","10217","0.85","0.85","0.85","10217","10217","10217","0.85","0.85","0.85"
"1.562874251497006","3405","3405","3405","0.4666666716337204","0.4666666716337204","0.4666666716337204","","","","","","","","","","","","","","","","","","","3405","3405","3405","0.5999999940395355","0.5999999940395355","0.5999999940395355","","","","","","","","","","","","","","","","","",""
"1.58","","","","","","","","","","","","","10348","10348","10348","1","1","1","10348","10348","10348","0.95","0.95","0.95","","","","","","","","","","","","","10348","10348","10348","1","1","1","10348","10348","10348","1","1","1"
"1.6","","","","","","","5239","5239","5239","0.725","0.725","0.725","10479","10479","10479","1","1","1","10479","10479","10479","0.95","0.95","0.95","","","","","","","5239","5239","5239","0.9625","0.9625","0.9625","10479","10479","10479","1","1","1","10479","10479","10479","1","1","1"
"1.62","","","","","","","","","","","","","10610","10610","10610","0.9","0.9","0.9","10610","10610","10610","0.825","0.825","0.825","","","","","","","","","","","","","10610","10610","10610","0.875","0.875","0.875","10610","10610","10610","0.9","0.9","0.9"
"1.622754491017964","3536","3536","3536","0.5333333343267441","0.5333333343267441","0.5333333343267441","","","","","","","","","","","","","","","","","","","3536","3536","3536","0.6416666716337204","0.6416666716337204","0.6416666716337204","","","","","","","","","","","","","","","","","",""
"1.6400000000000001","","","","","","","5370","5370","5370","0.65","0.65","0.65","10741","10741","10741","0.9","0.9","0.9","10741","10741","10741","0.7","0.7","0.7","","","","","","","5370","5370","5370","0.875","0.875","0.875","10741","10741","10741","0.9","0.9","0.9","10741","10741","10741","0.9","0.9","0.9"
"1.6600000000000001","","","","","","","","","","","","","10872","10872","10872","1","1","1","10872","10872","10872","0.9","0.9","0.9","","","","","","","","","","","","","10872","10872","10872","1","1","1","10872","10872","10872","1","1","1"
"1.6800000000000002","","","","","","","5501","5501","5501","0.7625","0.7625","0.7625","11003","11003","11003","1","1","1","11003","11003","11003","0.95","0.95","0.95","","","","","","","5501","5501","5501","0.975","0.975","0.975","11003","11003","11003","1","1","1","11003","11003","11003","1","1","1"
"1.6826347305389222","3667","3667","3667","0.5416666626930237","0.5416666626930237","0.5416666626930237","","","","","","","","","","","","","","","","","","","3667","3667","3667","0.6249999910593033","0.6249999910593033","0.6249999910593033","","","","","","","","","","","","","","","","","",""
"1.7","","","","","","","","","","","","","11134","11134","11134","0.85","0.85","0.85","11134","11134","11134","0.65","0.65","0.65","","","","","","","","","","","","","11134","11134","11134","0.775","0.775","0.775","11134","11134","11134","0.775","0.775","0.775"
"1.72","","","","","","","5632","5632","5632","0.7625","0.7625","0.7625","11265","11265","11265","0.975","0.975","0.975","11265","11265","11265","0.95","0.95","0.95","","","","","","","5632","5632","5632","0.85","0.85","0.85","11265","11265","11265","1","1","1","11265","11265","11265","1","1","1"
"1.74","","","","","","","","","","","","","11396","11396","11396","0.925","0.925","0.925","11396","11396","11396","0.9","0.9","0.9","","","","","","","","","","","","","11396","11396","11396","0.9","0.9","0.9","11396","11396","11396","0.9","0.9","0.9"
"1.7425149700598803","3798","3798","3798","0.4999999962747097","0.4999999962747097","0.4999999962747097","","","","","","","","","","","","","","","","","","","3798","3798","3798","0.6500000059604645","0.6500000059604645","0.6500000059604645","","","","","","","","","","","","","","","","","",""
"1.76","","","","","","","5763","5763","5763","0.8125","0.8125","0.8125","11527","11527","11527","0.975","0.975","0.975","11527","11527","11527","0.95","0.95","0.95","","","","","","","5763","5763","5763","0.95","0.95","0.95","11527","11527","11527","1","1","1","11527","11527","11527","1","1","1"
"1.78","","","","","","","","","","","","","11658","11658","11658","1","1","1","11658","11658","11658","1","1","1","","","","","","","","","","","","","11658","11658","11658","1","1","1","11658","11658","11658","1","1","1"
"1.8","","","","","","","5894","5894","5894","0.8125","0.8125","0.8125","11789","11789","11789","0.975","0.975","0.975","11789","11789","11789","1","1","1","","","","","","","5894","5894","5894","0.975","0.975","0.975","11789","11789","11789","1","1","1","11789","11789","11789","1","1","1"
"1.8023952095808382","3929","3929","3929","0.43333332762122156","0.43333332762122156","0.43333332762122156","","","","","","","","","","","","","","","","","","","3929","3929","3929","0.725","0.725","0.725","","","","","","","","","","","","","","","","","",""
"1.8199999999999998","","","","","","","","","","","","","11920","11920","11920","1","1","1","11920","11920","11920","0.875","0.875","0.875","","","","","","","","","","","","","11920","11920","11920","1","1","1","11920","11920","11920","1","1","1"
"1.8399999999999999","","","","","","","6025","6025","6025","0.775","0.775","0.775","12051","12051","12051","1","1","1","12051","12051","12051","0.975","0.975","0.975","","","","","","","6025","6025","6025","0.9625","0.9625","0.9625","12051","12051","12051","0.975","0.975","0.975","12051","12051","12051","0.925","0.925","0.925"
"1.8599999999999999","","","","","","","","","","","","","12182","12182","12182","0.925","0.925","0.925","12182","12182","12182","0.85","0.85","0.85","","","","","","","","","","","","","12182","12182","12182","0.95","0.95","0.95","12182","12182","12182","1","1","1"
"1.8622754491017965","4060","4060","4060","0.5166666597127915","0.5166666597127915","0.5166666597127915","","","","","","","","","","","","","","","","","","","4060","4060","4060","0.6833333313465119","0.6833333313465119","0.6833333313465119","","","","","","","","","","","","","","","","","",""
"1.88","","","","","","","6156","6156","6156","0.7875","0.7875","0.7875","12313","12313","12313","1","1","1","12313","12313","12313","0.9","0.9","0.9","","","","","","","6156","6156","6156","0.975","0.975","0.975","12313","12313","12313","1","1","1","12313","12313","12313","1","1","1"
"1.9","","","","","","","","","","","","","12444","12444","12444","1","1","1","12444","12444","12444","0.925","0.925","0.925","","","","","","","","","","","","","12444","12444","12444","0.95","0.95","0.95","12444","12444","12444","1","1","1"
"1.92","","","","","","","6287","6287","6287","0.7375","0.7375","0.7375","12575","12575","12575","1","1","1","12575","12575","12575","0.95","0.95","0.95","","","","","","","6287","6287","6287","0.9625","0.9625","0.9625","12575","12575","12575","0.975","0.975","0.975","12575","12575","12575","1","1","1"
"1.9221556886227544","4191","4191","4191","0.47499999925494196","0.47499999925494196","0.47499999925494196","","","","","","","","","","","","","","","","","","","4191","4191","4191","0.775","0.775","0.775","","","","","","","","","","","","","","","","","",""
"1.94","","","","","","","","","","","","","12706","12706","12706","0.975","0.975","0.975","12706","12706","12706","0.975","0.975","0.975","","","","","","","","","","","","","12706","12706","12706","0.975","0.975","0.975","12706","12706","12706","1","1","1"
"1.96","","","","","","","6418","6418","6418","0.775","0.775","0.775","12837","12837","12837","1","1","1","12837","12837","12837","1","1","1","","","","","","","6418","6418","6418","0.95","0.95","0.95","12837","12837","12837","0.975","0.975","0.975","12837","12837","12837","1","1","1"
"1.98","","","","","","","","","","","","","12968","12968","12968","0.9","0.9","0.9","12968","12968","12968","0.8","0.8","0.8","","","","","","","","","","","","","12968","12968","12968","0.875","0.875","0.875","12968","12968","12968","0.9","0.9","0.9"
"1.9820359281437125","4322","4322","4322","0.39166666492819785","0.39166666492819785","0.39166666492819785","","","","","","","","","","","","","","","","","","","4322","4322","4322","0.6583333402872086","0.6583333402872086","0.6583333402872086","","","","","","","","","","","","","","","","","",""
"2","","","","","","","6549","6549","6549","0.4125","0.4125","0.4125","13099","13099","13099","1","1","1","13099","13099","13099","0.75","0.75","0.75","","","","","","","6549","6549","6549","0.8125","0.8125","0.8125","13099","13099","13099","0.925","0.925","0.925","13099","13099","13099","0.975","0.975","0.975"
"2.02","","","","","","","","","","","","","13230","13230","13230","1","1","1","13230","13230","13230","0.975","0.975","0.975","","","","","","","","","","","","","13230","13230","13230","1","1","1","13230","13230","13230","0.975","0.975","0.975"
"2.04","","","","","","","6680","6680","6680","0.7875","0.7875","0.7875","13361","13361","13361","0.9","0.9","0.9","13361","13361","13361","0.8","0.8","0.8","","","","","","","6680","6680","6680","0.975","0.975","0.975","13361","13361","13361","0.9","0.9","0.9","13361","13361","13361","0.9","0.9","0.9"
"2.0479041916167664","4453","4453","4453","0.441666666418314","0.441666666418314","0.441666666418314","","","","","","","","","","","","","","","","","","","4453","4453","4453","0.7916666686534881","0.7916666686534881","0.7916666686534881","","","","","","","","","","","","","","","","","",""
"2.06","","","","","","","","","","","","","13492","13492","13492","0.925","0.925","0.925","13492","13492","13492","0.8","0.8","0.8","","","","","","","","","","","","","13492","13492","13492","0.925","0.925","0.925","13492","13492","13492","0.9","0.9","0.9"
"2.08","","","","","","","6811","6811","6811","0.65","0.65","0.65","13623","13623","13623","1","1","1","13623","13623","13623","0.875","0.875","0.875","","","","","","","6811","6811","6811","0.8875","0.8875","0.8875","13623","13623","13623","0.9","0.9","0.9","13623","13623","13623","0.975","0.975","0.975"
"2.1","","","","","","","","","","","","","13754","13754","13754","1","1","1","13754","13754","13754","0.85","0.85","0.85","","","","","","","","","","","","","13754","13754","13754","1","1","1","13754","13754","13754","1","1","1"
"2.1077844311377247","4584","4584","4584","0.40833333134651184","0.40833333134651184","0.40833333134651184","","","","","","","","","","","","","","","","","","","4584","4584","4584","0.7916666686534881","0.7916666686534881","0.7916666686534881","","","","","","","","","","","","","","","","","",""
"2.12","","","","","","","6942","6942","6942","0.6875","0.6875","0.6875","13885","13885","13885","0.9","0.9","0.9","13885","13885","13885","0.725","0.725","0.725","","","","","","","6942","6942","6942","0.9375","0.9375","0.9375","13885","13885","13885","0.9","0.9","0.9","13885","13885","13885","0.9","0.9","0.9"
"2.14","","","","","","","","","","","","","14016","14016","14016","1","1","1","14016","14016","14016","0.85","0.85","0.85","","","","","","","","","","","","","14016","14016","14016","1","1","1","14016","14016","14016","1","1","1"
"2.16","","","","","","","7073","7073","7073","0.65","0.65","0.65","14147","14147","14147","1","1","1","14147","14147","14147","0.6","0.6","0.6","","","","","","","7073","7073","7073","0.8875","0.8875","0.8875","14147","14147","14147","0.9","0.9","0.9","14147","14147","14147","0.9","0.9","0.9"
"2.1676646706586826","4715","4715","4715","0.45833333432674406","0.45833333432674406","0.45833333432674406","","","","","","","","","","","","","","","","","","","4715","4715","4715","0.8833333313465118","0.8833333313465118","0.8833333313465118","","","","","","","","","","","","","","","","","",""
"2.18","","","","","","","","","","","","","14278","14278","14278","0.975","0.975","0.975","14278","14278","14278","0.75","0.75","0.75","","","","","","","","","","","","","14278","14278","14278","1","1","1","14278","14278","14278","0.975","0.975","0.975"
"2.2","","","","","","","7204","7204","7204","0.6125","0.6125","0.6125","14409","14409","14409","1","1","1","14409","14409","14409","0.65","0.65","0.65","","","","","","","7204","7204","7204","0.9375","0.9375","0.9375","14409","14409","14409","0.925","0.925","0.925","14409","14409","14409","1","1","1"
"2.22","","","","","","","","","","","","","14540","14540","14540","0.975","0.975","0.975","14540","14540","14540","0.95","0.95","0.95","","","","","","","","","","","","","14540","14540","14540","1","1","1","14540","14540","14540","1","1","1"
"2.2275449101796405","4846","4846","4846","0.4749999940395355","0.4749999940395355","0.4749999940395355","","","","","","","","","","","","","","","","","","","4846","4846","4846","0.9000000059604645","0.9000000059604645","0.9000000059604645","","","","","","","","","","","","","","","","","",""
"2.24","","","","","","","7335","7335","7335","0.8625","0.8625","0.8625","14671","14671","14671","1","1","1","14671","14671","14671","0.825","0.825","0.825","","","","","","","7335","7335","7335","1","1","1","14671","14671","14671","1","1","1","14671","14671","14671","1","1","1"
"2.26","","","","","","","","","","","","","14802","14802","14802","1","1","1","14802","14802","14802","0.9","0.9","0.9","","","","","","","","","","","","","14802","14802","14802","1","1","1","14802","14802","14802","1","1","1"
"2.2800000000000002","","","","","","","7466","7466","7466","0.7","0.7","0.7","14933","14933","14933","0.95","0.95","0.95","14933","14933","14933","0.775","0.775","0.775","","","","","","","7466","7466","7466","0.9375","0.9375","0.9375","14933","14933","14933","0.975","0.975","0.975","14933","14933","14933","0.95","0.95","0.95"
"2.287425149700599","4977","4977","4977","0.5249999970197677","0.5249999970197677","0.5249999970197677","","","","","","","","","","","","","","","","","","","4977","4977","4977","0.9083333373069763","0.9083333373069763","0.9083333373069763","","","","","","","","","","","","","","","","","",""
"2.3","","","","","","","","","","","","","15064","15064","15064","1","1","1","15064","15064","15064","0.875","0.875","0.875","","","","","","","","","","","","","15064","15064","15064","0.975","0.975","0.975","15064","15064","15064","1","1","1"
"2.32","","","","","","","7597","7597","7597","0.6","0.6","0.6","15195","15195","15195","1","1","1","15195","15195","15195","0.65","0.65","0.65","","","","","","","7597","7597","7597","0.8875","0.8875","0.8875","15195","15195","15195","0.975","0.975","0.975","15195","15195","15195","1","1","1"
"2.34","","","","","","","","","","","","","15326","15326","15326","1","1","1","15326","15326","15326","0.95","0.95","0.95","","","","","","","","","","","","","15326","15326","15326","1","1","1","15326","15326","15326","0.975","0.975","0.975"
"2.3473053892215567","5108","5108","5108","0.46666666567325593","0.46666666567325593","0.46666666567325593","","","","","","","","","","","","","","","","","","","5108","5108","5108","0.7666666656732559","0.7666666656732559","0.7666666656732559","","","","","","","","","","","","","","","","","",""
"2.36","","","","","","","7728","7728","7728","0.7125","0.7125","0.7125","15457","15457","15457","1","1","1","15457","15457","15457","0.9","0.9","0.9","","","","","","","7728","7728","7728","0.975","0.975","0.975","15457","15457","15457","0.975","0.975","0.975","15457","15457","15457","1","1","1"
"2.38","","","","","","","","","","","","","15588","15588","15588","1","1","1","15588","15588","15588","0.875","0.875","0.875","","","","","","","","","","","","","15588","15588","15588","1","1","1","15588","15588","15588","1","1","1"
"2.4","","","","","","","7859","7859","7859","0.8","0.8","0.8","15719","15719","15719","1","1","1","15719","15719","15719","0.875","0.875","0.875","","","","","","","7859","7859","7859","0.975","0.975","0.975","15719","15719","15719","1","1","1","15719","15719","15719","1","1","1"
"2.407185628742515","5239","5239","5239","0.43333333283662795","0.43333333283662795","0.43333333283662795","","","","","","","","","","","","","","","","","","","5239","5239","5239","0.925","0.925","0.925","","","","","","","","","","","","","","","","","",""
"2.42","","","","","","","","","","","","","15850","15850","15850","0.975","0.975","0.975","15850","15850","15850","0.725","0.725","0.725","","","","","","","","","","","","","15850","15850","15850","1","1","1","15850","15850","15850","1","1","1"
"2.44","","","","","","","7990","7990","7990","0.6375","0.6375","0.6375","15981","15981","15981","0.9","0.9","0.9","15981","15981","15981","0.775","0.775","0.775","","","","","","","7990","7990","7990","0.875","0.875","0.875","15981","15981","15981","0.875","0.875","0.875","15981","15981","15981","0.9","0.9","0.9"
"2.46","","","","","","","","","","","","","16112","16112","16112","1","1","1","16112","16112","16112","0.975","0.975","0.975","","","","","","","","","","","","","16112","16112","16112","1","1","1","16112","16112","16112","1","1","1"
"2.467065868263473","5370","5370","5370","0.40833333432674407","0.40833333432674407","0.40833333432674407","","","","","","","","","","","","","","","","","","","5370","5370","5370","0.8750000059604645","0.8750000059604645","0.8750000059604645","","","","","","","","","","","","","","","","","",""
"2.48","","","","","","","8121","8121","8121","0.8125","0.8125","0.8125","16243","16243","16243","0.9","0.9","0.9","16243","16243","16243","0.925","0.925","0.925","","","","","","","8121","8121","8121","0.9375","0.9375","0.9375","16243","16243","16243","0.875","0.875","0.875","16243","16243","16243","0.925","0.925","0.925"
"2.5","","","","","","","","","","","","","16374","16374","16374","0.9","0.9","0.9","16374","16374","16374","0.725","0.725","0.725","","","","","","","","","","","","","16374","16374","16374","0.9","0.9","0.9","16374","16374","16374","0.9","0.9","0.9"
"2.52","","","","","","","8252","8252","8252","0.675","0.675","0.675","16505","16505","16505","0.9","0.9","0.9","16505","16505","16505","0.8","0.8","0.8","","","","","","","8252","8252","8252","0.8625","0.8625","0.8625","16505","16505","16505","0.9","0.9","0.9","16505","16505","16505","0.925","0.925","0.925"
"2.5269461077844313","5501","5501","5501","0.3666666619479656","0.3666666619479656","0.3666666619479656","","","","","","","","","","","","","","","","","","","5501","5501","5501","0.7833333402872086","0.7833333402872086","0.7833333402872086","","","","","","","","","","","","","","","","","",""
"2.54","","","","","","","","","","","","","16636","16636","16636","1","1","1","16636","16636","16636","0.85","0.85","0.85","","","","","","","","","","","","","16636","16636","16636","1","1","1","16636","16636","16636","1","1","1"
"2.56","","","","","","","8383","8383","8383","0.7125","0.7125","0.7125","16767","16767","16767","0.975","0.975","0.975","16767","16767","16767","0.925","0.925","0.925","","","","","","","8383","8383","8383","0.9625","0.9625","0.9625","16767","16767","16767","1","1","1","16767","16767","16767","0.975","0.975","0.975"
"2.58","","","","","","","","","","","","","16898","16898","16898","1","1","1","16898","16898","16898","0.7","0.7","0.7","","","","","","","","","","","","","16898","16898","16898","1","1","1","16898","16898","16898","1","1","1"
"2.586826347305389","5632","5632","5632","0.41666666269302366","0.41666666269302366","0.41666666269302366","","","","","","","","","","","","","","","","","","","5632","5632","5632","0.8083333402872086","0.8083333402872086","0.8083333402872086","","","","","","","","","","","","","","","","","",""
"2.6","","","","","","","8514","8514","8514","0.75","0.75","0.75","17029","17029","17029","1","1","1","17029","17029","17029","0.85","0.85","0.85","","","","","","","8514","8514","8514","0.9375","0.9375","0.9375","17029","17029","17029","0.975","0.975","0.975","17029","17029","17029","1","1","1"
"2.62","","","","","","","","","","","","","17160","17160","17160","0.95","0.95","0.95","17160","17160","17160","0.925","0.925","0.925","","","","","","","","","","","","","17160","17160","17160","1","1","1","17160","17160","17160","1","1","1"
"2.64","","","","","","","8645","8645","8645","0.825","0.825","0.825","17291","17291","17291","1","1","1","17291","17291","17291","0.925","0.925","0.925","","","","","","","8645","8645","8645","0.9875","0.9875","0.9875","17291","17291","17291","1","1","1","17291","17291","17291","1","1","1"
"2.6467065868263475","5763","5763","5763","0.5000000029802323","0.5000000029802323","0.5000000029802323","","","","","","","","","","","","","","","","","","","5763","5763","5763","0.8333333313465119","0.8333333313465119","0.8333333313465119","","","","","","","","","","","","","","","","","",""
"2.66","","","","","","","","","","","","","17422","17422","17422","1","1","1","17422","17422","17422","0.8","0.8","0.8","","","","","","","","","","","","","17422","17422","17422","1","1","1","17422","17422","17422","1","1","1"
"2.68","","","","","","","8776","8776","8776","0.675","0.675","0.675","17553","17553","17553","0.975","0.975","0.975","17553","17553","17553","0.875","0.875","0.875","","","","","","","8776","8776","8776","1","1","1","17553","17553","17553","1","1","1","17553","17553","17553","1","1","1"
"2.7","","","","","","","","","","","","","17684","17684","17684","0.9","0.9","0.9","17684","17684","17684","0.875","0.875","0.875","","","","","","","","","","","","","17684","17684","17684","0.95","0.95","0.95","17684","17684","17684","0.95","0.95","0.95"
"2.7065868263473054","5894","5894","5894","0.4333333320915699","0.4333333320915699","0.4333333320915699","","","","","","","","","","","","","","","","","","","5894","5894","5894","0.9083333373069763","0.9083333373069763","0.9083333373069763","","","","","","","","","","","","","","","","","",""
"2.7199999999999998","","","","","","","8907","8907","8907","0.7375","0.7375","0.7375","17815","17815","17815","1","1","1","17815","17815","17815","0.65","0.65","0.65","","","","","","","8907","8907","8907","0.8875","0.8875","0.8875","17815","17815","17815","0.975","0.975","0.975","17815","17815","17815","1","1","1"
"2.74","","","","","","","","","","","","","17946","17946","17946","0.9","0.9","0.9","17946","17946","17946","0.85","0.85","0.85","","","","","","","","","","","","","17946","17946","17946","0.9","0.9","0.9","17946","17946","17946","0.925","0.925","0.925"
"2.76","","","","","","","9038","9038","9038","0.7","0.7","0.7","18077","18077","18077","0.85","0.85","0.85","18077","18077","18077","0.675","0.675","0.675","","","","","","","9038","9038","9038","0.75","0.75","0.75","18077","18077","18077","0.675","0.675","0.675","18077","18077","18077","0.75","0.75","0.75"
"2.7664670658682633","6025","6025","6025","0.4083333373069763","0.4083333373069763","0.4083333373069763","","","","","","","","","","","","","","","","","","","6025","6025","6025","0.7666666656732559","0.7666666656732559","0.7666666656732559","","","","","","","","","","","","","","","","","",""
"2.7800000000000002","","","","","","","","","","","","","18208","18208","18208","0.875","0.875","0.875","18208","18208","18208","0.85","0.85","0.85","","","","","","","","","","","","","18208","18208","18208","0.9","0.9","0.9","18208","18208","18208","0.875","0.875","0.875"
"2.8","","","","","","","9169","9169","9169","0.7","0.7","0.7","18339","18339","18339","1","1","1","18339","18339","18339","0.775","0.775","0.775","","","","","","","9169","9169","9169","0.875","0.875","0.875","18339","18339","18339","0.975","0.975","0.975","18339","18339","18339","1","1","1"
"2.82","","","","","","","","","","","","","18470","18470","18470","0.9","0.9","0.9","18470","18470","18470","0.6","0.6","0.6","","","","","","","","","","","","","18470","18470","18470","0.9","0.9","0.9","18470","18470","18470","0.9","0.9","0.9"
