"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-32B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-14B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-0.6B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-4B-low-format - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/completions/mean_terminated_length","Qwen/Qwen3-32B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-32B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/completions/mean_terminated_length","Qwen/Qwen3-14B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-14B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/completions/mean_terminated_length","Qwen/Qwen3-4B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-4B - train/completions/mean_terminated_length__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length__MIN","Qwen/Qwen3-0.6B - train/completions/mean_terminated_length__MAX"
"2.467065868263473","5370","5370","5370","7148.16494140625","7148.16494140625","7148.16494140625","","","","","","","","","","","","","","","","","","","5370","5370","5370","5592.914404296875","5592.914404296875","5592.914404296875","","","","","","","","","","","","","","","","","",""
"2.48","","","","","","","8121","8121","8121","4430.70966796875","4430.70966796875","4430.70966796875","16243","16243","16243","2170.425","2170.425","2170.425","16243","16243","16243","4894.25","4894.25","4894.25","","","","","","","8121","8121","8121","2704.725","2704.725","2704.725","16243","16243","16243","2416.575","2416.575","2416.575","16243","16243","16243","2150.408349609375","2150.408349609375","2150.408349609375"
"2.5","","","","","","","","","","","","","16374","16374","16374","2108.675","2108.675","2108.675","16374","16374","16374","5016.56669921875","5016.56669921875","5016.56669921875","","","","","","","","","","","","","16374","16374","16374","2161.375","2161.375","2161.375","16374","16374","16374","1928.5","1928.5","1928.5"
"2.52","","","","","","","8252","8252","8252","4755.882788085937","4755.882788085937","4755.882788085937","16505","16505","16505","2242.05","2242.05","2242.05","16505","16505","16505","4908.383349609375","4908.383349609375","4908.383349609375","","","","","","","8252","8252","8252","3024.3","3024.3","3024.3","16505","16505","16505","2291.25","2291.25","2291.25","16505","16505","16505","2070.591668701172","2070.591668701172","2070.591668701172"
"2.5269461077844313","5501","5501","5501","6839.86337890625","6839.86337890625","6839.86337890625","","","","","","","","","","","","","","","","","","","5501","5501","5501","5617.722314453125","5617.722314453125","5617.722314453125","","","","","","","","","","","","","","","","","",""
"2.54","","","","","","","","","","","","","16636","16636","16636","2174.4","2174.4","2174.4","16636","16636","16636","4880.1","4880.1","4880.1","","","","","","","","","","","","","16636","16636","16636","3046.125","3046.125","3046.125","16636","16636","16636","1848.75","1848.75","1848.75"
"2.56","","","","","","","8383","8383","8383","4814.486474609375","4814.486474609375","4814.486474609375","16767","16767","16767","2482.1666748046873","2482.1666748046873","2482.1666748046873","16767","16767","16767","5244.54169921875","5244.54169921875","5244.54169921875","","","","","","","8383","8383","8383","3001.9625","3001.9625","3001.9625","16767","16767","16767","3026.725","3026.725","3026.725","16767","16767","16767","2334.833349609375","2334.833349609375","2334.833349609375"
"2.58","","","","","","","","","","","","","16898","16898","16898","1952.45","1952.45","1952.45","16898","16898","16898","5449.825","5449.825","5449.825","","","","","","","","","","","","","16898","16898","16898","2515.3","2515.3","2515.3","16898","16898","16898","1755.7","1755.7","1755.7"
"2.586826347305389","5632","5632","5632","6783.622607421875","6783.622607421875","6783.622607421875","","","","","","","","","","","","","","","","","","","5632","5632","5632","5559.1958984375","5559.1958984375","5559.1958984375","","","","","","","","","","","","","","","","","",""
"2.6","","","","","","","8514","8514","8514","4768.717333984375","4768.717333984375","4768.717333984375","17029","17029","17029","1945.85","1945.85","1945.85","17029","17029","17029","5162.71669921875","5162.71669921875","5162.71669921875","","","","","","","8514","8514","8514","3149.6375","3149.6375","3149.6375","17029","17029","17029","2608.2","2608.2","2608.2","17029","17029","17029","2200.725","2200.725","2200.725"
"2.62","","","","","","","","","","","","","17160","17160","17160","1940.6","1940.6","1940.6","17160","17160","17160","5150.1","5150.1","5150.1","","","","","","","","","","","","","17160","17160","17160","2608","2608","2608","17160","17160","17160","1904.5","1904.5","1904.5"
"2.64","","","","","","","8645","8645","8645","4748.152294921875","4748.152294921875","4748.152294921875","17291","17291","17291","2099.625","2099.625","2099.625","17291","17291","17291","5265.16669921875","5265.16669921875","5265.16669921875","","","","","","","8645","8645","8645","2962.0125","2962.0125","2962.0125","17291","17291","17291","2387.2","2387.2","2387.2","17291","17291","17291","1674.975","1674.975","1674.975"
"2.6467065868263475","5763","5763","5763","7219.208349609375","7219.208349609375","7219.208349609375","","","","","","","","","","","","","","","","","","","5763","5763","5763","5436.846728515625","5436.846728515625","5436.846728515625","","","","","","","","","","","","","","","","","",""
"2.66","","","","","","","","","","","","","17422","17422","17422","2360.875","2360.875","2360.875","17422","17422","17422","6104.083349609375","6104.083349609375","6104.083349609375","","","","","","","","","","","","","17422","17422","17422","2348.85","2348.85","2348.85","17422","17422","17422","1764.725","1764.725","1764.725"
"2.68","","","","","","","8776","8776","8776","5402.679248046875","5402.679248046875","5402.679248046875","17553","17553","17553","2146.708349609375","2146.708349609375","2146.708349609375","17553","17553","17553","5754.308349609375","5754.308349609375","5754.308349609375","","","","","","","8776","8776","8776","2978.575","2978.575","2978.575","17553","17553","17553","2576.775","2576.775","2576.775","17553","17553","17553","1616.15","1616.15","1616.15"
"2.7","","","","","","","","","","","","","17684","17684","17684","2369.0000244140624","2369.0000244140624","2369.0000244140624","17684","17684","17684","5345.5","5345.5","5345.5","","","","","","","","","","","","","17684","17684","17684","2857.825","2857.825","2857.825","17684","17684","17684","2173.6666748046873","2173.6666748046873","2173.6666748046873"
"2.7065868263473054","5894","5894","5894","6743.0837890625","6743.0837890625","6743.0837890625","","","","","","","","","","","","","","","","","","","5894","5894","5894","5481.1112060546875","5481.1112060546875","5481.1112060546875","","","","","","","","","","","","","","","","","",""
"2.7199999999999998","","","","","","","8907","8907","8907","5290.445361328125","5290.445361328125","5290.445361328125","17815","17815","17815","1919.775","1919.775","1919.775","17815","17815","17815","6045.4333984375","6045.4333984375","6045.4333984375","","","","","","","8907","8907","8907","3450.4125","3450.4125","3450.4125","17815","17815","17815","2814.9","2814.9","2814.9","17815","17815","17815","1372.05","1372.05","1372.05"
"2.74","","","","","","","","","","","","","17946","17946","17946","2337.3166748046874","2337.3166748046874","2337.3166748046874","17946","17946","17946","5923.84169921875","5923.84169921875","5923.84169921875","","","","","","","","","","","","","17946","17946","17946","2661.15","2661.15","2661.15","17946","17946","17946","2329.525","2329.525","2329.525"
"2.76","","","","","","","9038","9038","9038","4665.237548828125","4665.237548828125","4665.237548828125","18077","18077","18077","2063.8","2063.8","2063.8","18077","18077","18077","5309.483349609375","5309.483349609375","5309.483349609375","","","","","","","9038","9038","9038","2792.225","2792.225","2792.225","18077","18077","18077","2663.875","2663.875","2663.875","18077","18077","18077","1758.825","1758.825","1758.825"
"2.7664670658682633","6025","6025","6025","6235.093310546875","6235.093310546875","6235.093310546875","","","","","","","","","","","","","","","","","","","6025","6025","6025","5093.93798828125","5093.93798828125","5093.93798828125","","","","","","","","","","","","","","","","","",""
"2.7800000000000002","","","","","","","","","","","","","18208","18208","18208","2318.2916748046873","2318.2916748046873","2318.2916748046873","18208","18208","18208","5361.2","5361.2","5361.2","","","","","","","","","","","","","18208","18208","18208","2190.625","2190.625","2190.625","18208","18208","18208","1705.475","1705.475","1705.475"
"2.8","","","","","","","9169","9169","9169","4917.15791015625","4917.15791015625","4917.15791015625","18339","18339","18339","2239.775","2239.775","2239.775","18339","18339","18339","6312.10009765625","6312.10009765625","6312.10009765625","","","","","","","9169","9169","9169","3248.7","3248.7","3248.7","18339","18339","18339","3231.075","3231.075","3231.075","18339","18339","18339","2094.4","2094.4","2094.4"
"2.82","","","","","","","","","","","","","18470","18470","18470","2422.8","2422.8","2422.8","18470","18470","18470","4879.125","4879.125","4879.125","","","","","","","","","","","","","18470","18470","18470","2143.075","2143.075","2143.075","18470","18470","18470","1336.175","1336.175","1336.175"
"2.8263473053892216","6156","6156","6156","6442.926318359375","6442.926318359375","6442.926318359375","","","","","","","","","","","","","","","","","","","6156","6156","6156","5467.53134765625","5467.53134765625","5467.53134765625","","","","","","","","","","","","","","","","","",""
"2.84","","","","","","","9300","9300","9300","4731.621435546875","4731.621435546875","4731.621435546875","18601","18601","18601","2391.8","2391.8","2391.8","18601","18601","18601","5934.0583984375","5934.0583984375","5934.0583984375","","","","","","","9300","9300","9300","2879.0375","2879.0375","2879.0375","18601","18601","18601","2073.95","2073.95","2073.95","18601","18601","18601","1929.1916748046874","1929.1916748046874","1929.1916748046874"
"2.86","","","","","","","","","","","","","18732","18732","18732","2279.35","2279.35","2279.35","18732","18732","18732","6189.10009765625","6189.10009765625","6189.10009765625","","","","","","","","","","","","","18732","18732","18732","2402.85","2402.85","2402.85","18732","18732","18732","1398.725","1398.725","1398.725"
"2.88","","","","","","","9431","9431","9431","5802.76416015625","5802.76416015625","5802.76416015625","18863","18863","18863","2114.5","2114.5","2114.5","18863","18863","18863","6588.558349609375","6588.558349609375","6588.558349609375","","","","","","","9431","9431","9431","3078.15","3078.15","3078.15","18863","18863","18863","2411.125","2411.125","2411.125","18863","18863","18863","1609","1609","1609"
"2.8862275449101795","6287","6287","6287","7511.194091796875","7511.194091796875","7511.194091796875","","","","","","","","","","","","","","","","","","","6287","6287","6287","5894.091357421875","5894.091357421875","5894.091357421875","","","","","","","","","","","","","","","","","",""
"2.9","","","","","","","","","","","","","18994","18994","18994","2111.908349609375","2111.908349609375","2111.908349609375","18994","18994","18994","6199.408349609375","6199.408349609375","6199.408349609375","","","","","","","","","","","","","18994","18994","18994","2574.625","2574.625","2574.625","18994","18994","18994","1710.2500244140624","1710.2500244140624","1710.2500244140624"
"2.92","","","","","","","9562","9562","9562","5747.458447265625","5747.458447265625","5747.458447265625","19125","19125","19125","2089.625","2089.625","2089.625","19125","19125","19125","6576.99169921875","6576.99169921875","6576.99169921875","","","","","","","9562","9562","9562","3194.425","3194.425","3194.425","19125","19125","19125","2498.9","2498.9","2498.9","19125","19125","19125","1606.55","1606.55","1606.55"
"2.94","","","","","","","","","","","","","19256","19256","19256","2255.7","2255.7","2255.7","19256","19256","19256","6850.05009765625","6850.05009765625","6850.05009765625","","","","","","","","","","","","","19256","19256","19256","2889.475","2889.475","2889.475","19256","19256","19256","1708.2","1708.2","1708.2"
"2.946107784431138","6418","6418","6418","7788.198779296875","7788.198779296875","7788.198779296875","","","","","","","","","","","","","","","","","","","6418","6418","6418","6004.200927734375","6004.200927734375","6004.200927734375","","","","","","","","","","","","","","","","","",""
"2.96","","","","","","","9693","9693","9693","5231.16474609375","5231.16474609375","5231.16474609375","19387","19387","19387","2456.8","2456.8","2456.8","19387","19387","19387","6119.350048828125","6119.350048828125","6119.350048828125","","","","","","","9693","9693","9693","3510.9375","3510.9375","3510.9375","19387","19387","19387","2268.025","2268.025","2268.025","19387","19387","19387","1464.0166748046875","1464.0166748046875","1464.0166748046875"
"2.98","","","","","","","","","","","","","19518","19518","19518","2533.7916748046873","2533.7916748046873","2533.7916748046873","19518","19518","19518","6607.09169921875","6607.09169921875","6607.09169921875","","","","","","","","","","","","","19518","19518","19518","3005.825","3005.825","3005.825","19518","19518","19518","1965.075","1965.075","1965.075"
"3","","","","","","","9824","9824","9824","5193.869091796875","5193.869091796875","5193.869091796875","19649","19649","19649","2088.15","2088.15","2088.15","19649","19649","19649","6726.85009765625","6726.85009765625","6726.85009765625","","","","","","","9824","9824","9824","3296.6","3296.6","3296.6","19649","19649","19649","2680.7","2680.7","2680.7","19649","19649","19649","1685.9","1685.9","1685.9"
"3.0119760479041915","6549","6549","6549","7145.61474609375","7145.61474609375","7145.61474609375","","","","","","","","","","","","","","","","","","","6549","6549","6549","5746.424951171875","5746.424951171875","5746.424951171875","","","","","","","","","","","","","","","","","",""
"3.02","","","","","","","","","","","","","19780","19780","19780","2271.85","2271.85","2271.85","19780","19780","19780","6291.875","6291.875","6291.875","","","","","","","","","","","","","19780","19780","19780","2651.3","2651.3","2651.3","19780","19780","19780","1411.6916748046874","1411.6916748046874","1411.6916748046874"
"3.04","","","","","","","9955","9955","9955","5325.354321289063","5325.354321289063","5325.354321289063","19911","19911","19911","2009.725","2009.725","2009.725","19911","19911","19911","6054.16669921875","6054.16669921875","6054.16669921875","","","","","","","9955","9955","9955","2789.9875","2789.9875","2789.9875","19911","19911","19911","2201.125","2201.125","2201.125","19911","19911","19911","1381.6416748046875","1381.6416748046875","1381.6416748046875"
"3.06","","","","","","","","","","","","","20042","20042","20042","2598.2","2598.2","2598.2","20042","20042","20042","6485.0333984375","6485.0333984375","6485.0333984375","","","","","","","","","","","","","20042","20042","20042","2787.375","2787.375","2787.375","20042","20042","20042","1964.7","1964.7","1964.7"
"3.07185628742515","6680","6680","6680","7620.40400390625","7620.40400390625","7620.40400390625","","","","","","","","","","","","","","","","","","","6680","6680","6680","5420.976953125","5420.976953125","5420.976953125","","","","","","","","","","","","","","","","","",""
"3.08","","","","","","","10086","10086","10086","4912.419262695313","4912.419262695313","4912.419262695313","20173","20173","20173","2385.15","2385.15","2385.15","20173","20173","20173","5456.175048828125","5456.175048828125","5456.175048828125","","","","","","","10086","10086","10086","2827.9375","2827.9375","2827.9375","20173","20173","20173","2575.85","2575.85","2575.85","20173","20173","20173","1674.825","1674.825","1674.825"
"3.1","","","","","","","","","","","","","20304","20304","20304","2706.7","2706.7","2706.7","20304","20304","20304","6049.825","6049.825","6049.825","","","","","","","","","","","","","20304","20304","20304","2555.35","2555.35","2555.35","20304","20304","20304","1490.275","1490.275","1490.275"
"3.12","","","","","","","10217","10217","10217","5510.1970703125","5510.1970703125","5510.1970703125","20435","20435","20435","2247.35","2247.35","2247.35","20435","20435","20435","5746.24169921875","5746.24169921875","5746.24169921875","","","","","","","10217","10217","10217","2674.6625","2674.6625","2674.6625","20435","20435","20435","2325.075","2325.075","2325.075","20435","20435","20435","1621.2","1621.2","1621.2"
"3.1317365269461077","6811","6811","6811","6675.175927734375","6675.175927734375","6675.175927734375","","","","","","","","","","","","","","","","","","","6811","6811","6811","5111.7380859375","5111.7380859375","5111.7380859375","","","","","","","","","","","","","","","","","",""
"3.14","","","","","","","","","","","","","20566","20566","20566","2563.95","2563.95","2563.95","20566","20566","20566","6165.12509765625","6165.12509765625","6165.12509765625","","","","","","","","","","","","","20566","20566","20566","2337.65","2337.65","2337.65","20566","20566","20566","1744.5","1744.5","1744.5"
"3.16","","","","","","","10348","10348","10348","4515.34716796875","4515.34716796875","4515.34716796875","20697","20697","20697","2114.25","2114.25","2114.25","20697","20697","20697","5861.51669921875","5861.51669921875","5861.51669921875","","","","","","","10348","10348","10348","2736.575","2736.575","2736.575","20697","20697","20697","2667.375","2667.375","2667.375","20697","20697","20697","1899.2","1899.2","1899.2"
"3.18","","","","","","","","","","","","","20828","20828","20828","2377.2666748046877","2377.2666748046877","2377.2666748046877","20828","20828","20828","6055.775","6055.775","6055.775","","","","","","","","","","","","","20828","20828","20828","3702.175","3702.175","3702.175","20828","20828","20828","2072","2072","2072"
"3.191616766467066","6942","6942","6942","7163.0984375","7163.0984375","7163.0984375","","","","","","","","","","","","","","","","","","","6942","6942","6942","5360.509521484375","5360.509521484375","5360.509521484375","","","","","","","","","","","","","","","","","",""
"3.2","","","","","","","10479","10479","10479","4685.317333984375","4685.317333984375","4685.317333984375","20959","20959","20959","2519.75","2519.75","2519.75","20959","20959","20959","6324.800048828125","6324.800048828125","6324.800048828125","","","","","","","10479","10479","10479","3075.7125","3075.7125","3075.7125","20959","20959","20959","3170.625","3170.625","3170.625","20959","20959","20959","2476.675","2476.675","2476.675"
"3.22","","","","","","","","","","","","","21090","21090","21090","2537.825","2537.825","2537.825","21090","21090","21090","6338.725048828125","6338.725048828125","6338.725048828125","","","","","","","","","","","","","21090","21090","21090","2556.15","2556.15","2556.15","21090","21090","21090","1613.925","1613.925","1613.925"
"3.24","","","","","","","10610","10610","10610","5259.7529296875","5259.7529296875","5259.7529296875","21221","21221","21221","2563.175","2563.175","2563.175","21221","21221","21221","6211.166748046875","6211.166748046875","6211.166748046875","","","","","","","10610","10610","10610","2574.85537109375","2574.85537109375","2574.85537109375","21221","21221","21221","2487.65","2487.65","2487.65","21221","21221","21221","1625.35","1625.35","1625.35"
"3.251497005988024","7073","7073","7073","7199.818994140625","7199.818994140625","7199.818994140625","","","","","","","","","","","","","","","","","","","7073","7073","7073","5212.43466796875","5212.43466796875","5212.43466796875","","","","","","","","","","","","","","","","","",""
"3.26","","","","","","","","","","","","","21352","21352","21352","2863.05","2863.05","2863.05","21352","21352","21352","6095.8833984375","6095.8833984375","6095.8833984375","","","","","","","","","","","","","21352","21352","21352","2984.525","2984.525","2984.525","21352","21352","21352","2231.3","2231.3","2231.3"
"3.2800000000000002","","","","","","","10741","10741","10741","4955.35478515625","4955.35478515625","4955.35478515625","21483","21483","21483","2862.708349609375","2862.708349609375","2862.708349609375","21483","21483","21483","5654.56669921875","5654.56669921875","5654.56669921875","","","","","","","10741","10741","10741","3001.1875","3001.1875","3001.1875","21483","21483","21483","2728.275","2728.275","2728.275","21483","21483","21483","1565.75","1565.75","1565.75"
"3.3","","","","","","","","","","","","","21614","21614","21614","2809.3","2809.3","2809.3","21614","21614","21614","5452.25","5452.25","5452.25","","","","","","","","","","","","","21614","21614","21614","2974.85","2974.85","2974.85","21614","21614","21614","2469","2469","2469"
"3.3113772455089823","7204","7204","7204","7138.57236328125","7138.57236328125","7138.57236328125","","","","","","","","","","","","","","","","","","","7204","7204","7204","5275.745141601563","5275.745141601563","5275.745141601563","","","","","","","","","","","","","","","","","",""
"3.32","","","","","","","10872","10872","10872","5443.36181640625","5443.36181640625","5443.36181640625","21745","21745","21745","2907.6","2907.6","2907.6","21745","21745","21745","6193.19169921875","6193.19169921875","6193.19169921875","","","","","","","10872","10872","10872","3026.25","3026.25","3026.25","21745","21745","21745","2823.7","2823.7","2823.7","21745","21745","21745","1815.625","1815.625","1815.625"
"3.34","","","","","","","","","","","","","21876","21876","21876","3027.358349609375","3027.358349609375","3027.358349609375","21876","21876","21876","6069.175","6069.175","6069.175","","","","","","","","","","","","","21876","21876","21876","3310.15","3310.15","3310.15","21876","21876","21876","2359.75","2359.75","2359.75"
"3.36","","","","","","","11003","11003","11003","5280.459033203125","5280.459033203125","5280.459033203125","22007","22007","22007","2916.65","2916.65","2916.65","22007","22007","22007","5909.066748046875","5909.066748046875","5909.066748046875","","","","","","","11003","11003","11003","2984.65","2984.65","2984.65","22007","22007","22007","2729.5","2729.5","2729.5","22007","22007","22007","2246.425","2246.425","2246.425"
"3.37125748502994","7335","7335","7335","7514.39150390625","7514.39150390625","7514.39150390625","","","","","","","","","","","","","","","","","","","7335","7335","7335","5516.897900390625","5516.897900390625","5516.897900390625","","","","","","","","","","","","","","","","","",""
"3.38","","","","","","","","","","","","","22138","22138","22138","2951.35","2951.35","2951.35","22138","22138","22138","5978.000048828125","5978.000048828125","5978.000048828125","","","","","","","","","","","","","22138","22138","22138","2702.1","2702.1","2702.1","22138","22138","22138","1866.15","1866.15","1866.15"
"3.4","","","","","","","11134","11134","11134","5099.40087890625","5099.40087890625","5099.40087890625","22269","22269","22269","3216.225","3216.225","3216.225","22269","22269","22269","6035.883349609375","6035.883349609375","6035.883349609375","","","","","","","11134","11134","11134","3182.55","3182.55","3182.55","22269","22269","22269","2506.975","2506.975","2506.975","22269","22269","22269","1917.525","1917.525","1917.525"
"3.42","","","","","","","","","","","","","22400","22400","22400","3267.733349609375","3267.733349609375","3267.733349609375","22400","22400","22400","6331.958349609375","6331.958349609375","6331.958349609375","","","","","","","","","","","","","22400","22400","22400","2758.15","2758.15","2758.15","22400","22400","22400","2444.3","2444.3","2444.3"
"3.431137724550898","7466","7466","7466","7533.424658203125","7533.424658203125","7533.424658203125","","","","","","","","","","","","","","","","","","","7466","7466","7466","5675.401611328125","5675.401611328125","5675.401611328125","","","","","","","","","","","","","","","","","",""
"3.44","","","","","","","11265","11265","11265","5683.8619384765625","5683.8619384765625","5683.8619384765625","22531","22531","22531","2897.225","2897.225","2897.225","22531","22531","22531","5441.25","5441.25","5441.25","","","","","","","11265","11265","11265","3232.3625","3232.3625","3232.3625","22531","22531","22531","2693.65","2693.65","2693.65","22531","22531","22531","2065.875","2065.875","2065.875"
"3.46","","","","","","","","","","","","","22662","22662","22662","2880.95","2880.95","2880.95","22662","22662","22662","5990.325","5990.325","5990.325","","","","","","","","","","","","","22662","22662","22662","3126.8","3126.8","3126.8","22662","22662","22662","2186.05","2186.05","2186.05"
"3.48","","","","","","","11396","11396","11396","5396.762890625","5396.762890625","5396.762890625","22793","22793","22793","3237.225","3237.225","3237.225","22793","22793","22793","5731.4333984375","5731.4333984375","5731.4333984375","","","","","","","11396","11396","11396","3086.08037109375","3086.08037109375","3086.08037109375","22793","22793","22793","2723.275","2723.275","2723.275","22793","22793","22793","2380.6916748046874","2380.6916748046874","2380.6916748046874"
"3.4910179640718564","7597","7597","7597","7565.42265625","7565.42265625","7565.42265625","","","","","","","","","","","","","","","","","","","7597","7597","7597","5638.135791015625","5638.135791015625","5638.135791015625","","","","","","","","","","","","","","","","","",""
"3.5","","","","","","","","","","","","","22924","22924","22924","3180.825","3180.825","3180.825","22924","22924","22924","5765.075048828125","5765.075048828125","5765.075048828125","","","","","","","","","","","","","22924","22924","22924","3424.125","3424.125","3424.125","22924","22924","22924","2203.975","2203.975","2203.975"
"3.52","","","","","","","11527","11527","11527","5359.63505859375","5359.63505859375","5359.63505859375","23055","23055","23055","3152.075","3152.075","3152.075","23055","23055","23055","5898.608349609375","5898.608349609375","5898.608349609375","","","","","","","11527","11527","11527","3152.075","3152.075","3152.075","23055","23055","23055","3093.3","3093.3","3093.3","23055","23055","23055","1997.375","1997.375","1997.375"
"3.54","","","","","","","","","","","","","23186","23186","23186","3254.125","3254.125","3254.125","23186","23186","23186","5988.425","5988.425","5988.425","","","","","","","","","","","","","23186","23186","23186","2616.575","2616.575","2616.575","23186","23186","23186","2004.675","2004.675","2004.675"
"3.5508982035928143","7728","7728","7728","7460.28935546875","7460.28935546875","7460.28935546875","","","","","","","","","","","","","","","","","","","7728","7728","7728","4707.583422851562","4707.583422851562","4707.583422851562","","","","","","","","","","","","","","","","","",""
"3.56","","","","","","","11658","11658","11658","4998.534765625","4998.534765625","4998.534765625","23317","23317","23317","2884.4","2884.4","2884.4","23317","23317","23317","6035.716748046875","6035.716748046875","6035.716748046875","","","","","","","11658","11658","11658","3313.9875","3313.9875","3313.9875","23317","23317","23317","2665.125","2665.125","2665.125","23317","23317","23317","1848.3","1848.3","1848.3"
"3.58","","","","","","","","","","","","","23448","23448","23448","3225.325","3225.325","3225.325","23448","23448","23448","6048.258349609375","6048.258349609375","6048.258349609375","","","","","","","","","","","","","23448","23448","23448","3091.075","3091.075","3091.075","23448","23448","23448","2262.675","2262.675","2262.675"
"3.6","","","","","","","11789","11789","11789","4835.369384765625","4835.369384765625","4835.369384765625","23579","23579","23579","3127.025","3127.025","3127.025","23579","23579","23579","5965.975","5965.975","5965.975","","","","","","","11789","11789","11789","3014.25","3014.25","3014.25","23579","23579","23579","2587","2587","2587","23579","23579","23579","1781.6","1781.6","1781.6"
"3.6107784431137726","7859","7859","7859","7359.7048828125","7359.7048828125","7359.7048828125","","","","","","","","","","","","","","","","","","","7859","7859","7859","5501.038525390625","5501.038525390625","5501.038525390625","","","","","","","","","","","","","","","","","",""
"3.62","","","","","","","","","","","","","23710","23710","23710","3363.475","3363.475","3363.475","23710","23710","23710","6854.51669921875","6854.51669921875","6854.51669921875","","","","","","","","","","","","","23710","23710","23710","3319.7","3319.7","3319.7","23710","23710","23710","2191.1","2191.1","2191.1"
"3.64","","","","","","","11920","11920","11920","5500.0162109375","5500.0162109375","5500.0162109375","23841","23841","23841","3121.4","3121.4","3121.4","23841","23841","23841","6402.858349609375","6402.858349609375","6402.858349609375","","","","","","","11920","11920","11920","3087.1875","3087.1875","3087.1875","23841","23841","23841","3232.6","3232.6","3232.6","23841","23841","23841","2111.9","2111.9","2111.9"
"3.66","","","","","","","","","","","","","23972","23972","23972","2983.7","2983.7","2983.7","23972","23972","23972","5763.925","5763.925","5763.925","","","","","","","","","","","","","23972","23972","23972","2587.325","2587.325","2587.325","23972","23972","23972","1719.975","1719.975","1719.975"
"3.6706586826347305","7990","7990","7990","7314.306787109375","7314.306787109375","7314.306787109375","","","","","","","","","","","","","","","","","","","7990","7990","7990","5381.24990234375","5381.24990234375","5381.24990234375","","","","","","","","","","","","","","","","","",""
"3.68","","","","","","","12051","12051","12051","4482.380639648438","4482.380639648438","4482.380639648438","24103","24103","24103","3005.008349609375","3005.008349609375","3005.008349609375","24103","24103","24103","6229.71669921875","6229.71669921875","6229.71669921875","","","","","","","12051","12051","12051","2585.5625","2585.5625","2585.5625","24103","24103","24103","2397.55","2397.55","2397.55","24103","24103","24103","1936.45","1936.45","1936.45"
"3.7","","","","","","","","","","","","","24234","24234","24234","3090.008349609375","3090.008349609375","3090.008349609375","24234","24234","24234","5913.083349609375","5913.083349609375","5913.083349609375","","","","","","","","","","","","","24234","24234","24234","2828.35","2828.35","2828.35","24234","24234","24234","1636.825","1636.825","1636.825"
"3.7199999999999998","","","","","","","12182","12182","12182","4694.267138671875","4694.267138671875","4694.267138671875","24365","24365","24365","2940.225","2940.225","2940.225","24365","24365","24365","5731.0333984375","5731.0333984375","5731.0333984375","","","","","","","12182","12182","12182","3207.175","3207.175","3207.175","24365","24365","24365","2439.15","2439.15","2439.15","24365","24365","24365","1860.225","1860.225","1860.225"
"3.730538922155689","8121","8121","8121","6651.396215820312","6651.396215820312","6651.396215820312","","","","","","","","","","","","","","","","","","","8121","8121","8121","5092.3916015625","5092.3916015625","5092.3916015625","","","","","","","","","","","","","","","","","",""
