"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/reward","Qwen/Qwen3-32B-low-format - train/reward__MIN","Qwen/Qwen3-32B-low-format - train/reward__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/reward","Qwen/Qwen3-14B-low-format - train/reward__MIN","Qwen/Qwen3-14B-low-format - train/reward__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/reward","Qwen/Qwen3-0.6B-low-format - train/reward__MIN","Qwen/Qwen3-0.6B-low-format - train/reward__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/reward","Qwen/Qwen3-4B-low-format - train/reward__MIN","Qwen/Qwen3-4B-low-format - train/reward__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/reward","Qwen/Qwen3-32B - train/reward__MIN","Qwen/Qwen3-32B - train/reward__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/reward","Qwen/Qwen3-14B - train/reward__MIN","Qwen/Qwen3-14B - train/reward__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/reward","Qwen/Qwen3-4B - train/reward__MIN","Qwen/Qwen3-4B - train/reward__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/reward","Qwen/Qwen3-0.6B - train/reward__MIN","Qwen/Qwen3-0.6B - train/reward__MAX"
"0.84","","","","","","","2750","2750","2750","0.44187501072883606","0.44187501072883606","0.44187501072883606","5501","5501","5501","0.33250000774860383","0.33250000774860383","0.33250000774860383","5501","5501","5501","0.3572500213980675","0.3572500213980675","0.3572500213980675","","","","","","","2750","2750","2750","1.029375022649765","1.029375022649765","1.029375022649765","5501","5501","5501","1.087500023841858","1.087500023841858","1.087500023841858","5501","5501","5501","0.9500000238418579","0.9500000238418579","0.9500000238418579"
"0.86","","","","","","","","","","","","","5632","5632","5632","0.3125000029802322","0.3125000029802322","0.3125000029802322","5632","5632","5632","0.40075001418590545","0.40075001418590545","0.40075001418590545","","","","","","","","","","","","","5632","5632","5632","1.0762500166893005","1.0762500166893005","1.0762500166893005","5632","5632","5632","0.8562500238418579","0.8562500238418579","0.8562500238418579"
"0.88","","","","","","","2881","2881","2881","0.4191250205039978","0.4191250205039978","0.4191250205039978","5763","5763","5763","0.34750001728534696","0.34750001728534696","0.34750001728534696","5763","5763","5763","0.3895000219345093","0.3895000219345093","0.3895000219345093","","","","","","","2881","2881","2881","0.976250022649765","0.976250022649765","0.976250022649765","5763","5763","5763","1.087500023841858","1.087500023841858","1.087500023841858","5763","5763","5763","0.9687500238418579","0.9687500238418579","0.9687500238418579"
"0.8982035928143712","1964","1964","1964","0.38516669571399687","0.38516669571399687","0.38516669571399687","","","","","","","","","","","","","","","","","","","1964","1964","1964","0.7920833706855774","0.7920833706855774","0.7920833706855774","","","","","","","","","","","","","","","","","",""
"0.9","","","","","","","","","","","","","5894","5894","5894","0.30500000417232515","0.30500000417232515","0.30500000417232515","5894","5894","5894","0.371750020980835","0.371750020980835","0.371750020980835","","","","","","","","","","","","","5894","5894","5894","1.0700000166893004","1.0700000166893004","1.0700000166893004","5894","5894","5894","0.8562500238418579","0.8562500238418579","0.8562500238418579"
"0.92","","","","","","","3012","3012","3012","0.37612501084804534","0.37612501084804534","0.37612501084804534","6025","6025","6025","0.34500001072883607","0.34500001072883607","0.34500001072883607","6025","6025","6025","0.3645000159740448","0.3645000159740448","0.3645000159740448","","","","","","","3012","3012","3012","1.0456250309944153","1.0456250309944153","1.0456250309944153","6025","6025","6025","1.075000023841858","1.075000023841858","1.075000023841858","6025","6025","6025","0.8812500238418579","0.8812500238418579","0.8812500238418579"
"0.94","","","","","","","","","","","","","6156","6156","6156","0.3475000113248825","0.3475000113248825","0.3475000113248825","6156","6156","6156","0.42550001889467237","0.42550001889467237","0.42550001889467237","","","","","","","","","","","","","6156","6156","6156","1.0787500262260437","1.0787500262260437","1.0787500262260437","6156","6156","6156","0.8812500238418579","0.8812500238418579","0.8812500238418579"
"0.9580838323353293","2095","2095","2095","0.3795833557844162","0.3795833557844162","0.3795833557844162","","","","","","","","","","","","","","","","","","","2095","2095","2095","0.807500010728836","0.807500010728836","0.807500010728836","","","","","","","","","","","","","","","","","",""
"0.96","","","","","","","3143","3143","3143","0.46562502682209017","0.46562502682209017","0.46562502682209017","6287","6287","6287","0.3300000101327896","0.3300000101327896","0.3300000101327896","6287","6287","6287","0.43050001561641693","0.43050001561641693","0.43050001561641693","","","","","","","3143","3143","3143","1.0456250309944153","1.0456250309944153","1.0456250309944153","6287","6287","6287","1.0737500190734863","1.0737500190734863","1.0737500190734863","6287","6287","6287","0.9125000238418579","0.9125000238418579","0.9125000238418579"
"0.98","","","","","","","","","","","","","6418","6418","6418","0.33250001072883606","0.33250001072883606","0.33250001072883606","6418","6418","6418","0.3735000193119049","0.3735000193119049","0.3735000193119049","","","","","","","","","","","","","6418","6418","6418","1.0937500238418578","1.0937500238418578","1.0937500238418578","6418","6418","6418","0.9500000238418579","0.9500000238418579","0.9500000238418579"
"1","","","","","","","3274","3274","3274","0.43712501525878905","0.43712501525878905","0.43712501525878905","6549","6549","6549","0.32250000834465026","0.32250000834465026","0.32250000834465026","6549","6549","6549","0.4302500158548355","0.4302500158548355","0.4302500158548355","","","","","","","3274","3274","3274","1.0737500309944152","1.0737500309944152","1.0737500309944152","6549","6549","6549","1.065000021457672","1.065000021457672","1.065000021457672","6549","6549","6549","0.8750000238418579","0.8750000238418579","0.8750000238418579"
"1.02","","","","","","","","","","","","","6680","6680","6680","0.36450000405311583","0.36450000405311583","0.36450000405311583","6680","6680","6680","0.4562500208616257","0.4562500208616257","0.4562500208616257","","","","","","","","","","","","","6680","6680","6680","1.083750021457672","1.083750021457672","1.083750021457672","6680","6680","6680","0.9425000190734864","0.9425000190734864","0.9425000190734864"
"1.0239520958083832","2226","2226","2226","0.3604166924953461","0.3604166924953461","0.3604166924953461","","","","","","","","","","","","","","","","","","","2226","2226","2226","0.8408333837985993","0.8408333837985993","0.8408333837985993","","","","","","","","","","","","","","","","","",""
"1.04","","","","","","","3405","3405","3405","0.42975001931190493","0.42975001931190493","0.42975001931190493","6811","6811","6811","0.32475000619888306","0.32475000619888306","0.32475000619888306","6811","6811","6811","0.3992500215768814","0.3992500215768814","0.3992500215768814","","","","","","","3405","3405","3405","1.0706250309944152","1.0706250309944152","1.0706250309944152","6811","6811","6811","1.0937500238418578","1.0937500238418578","1.0937500238418578","6811","6811","6811","0.962500023841858","0.962500023841858","0.962500023841858"
"1.06","","","","","","","","","","","","","6942","6942","6942","0.3350000098347664","0.3350000098347664","0.3350000098347664","6942","6942","6942","0.43800002336502075","0.43800002336502075","0.43800002336502075","","","","","","","","","","","","","6942","6942","6942","1.0925000190734864","1.0925000190734864","1.0925000190734864","6942","6942","6942","1.0000000238418578","1.0000000238418578","1.0000000238418578"
"1.08","","","","","","","3536","3536","3536","0.4278750211000443","0.4278750211000443","0.4278750211000443","7073","7073","7073","0.34500001221895216","0.34500001221895216","0.34500001221895216","7073","7073","7073","0.3945000171661377","0.3945000171661377","0.3945000171661377","","","","","","","3536","3536","3536","1.0706250250339509","1.0706250250339509","1.0706250250339509","7073","7073","7073","1.0937500238418578","1.0937500238418578","1.0937500238418578","7073","7073","7073","1.0187500238418579","1.0187500238418579","1.0187500238418579"
"1.0838323353293413","2357","2357","2357","0.4080833673477173","0.4080833673477173","0.4080833673477173","","","","","","","","","","","","","","","","","","","2357","2357","2357","0.9029166996479034","0.9029166996479034","0.9029166996479034","","","","","","","","","","","","","","","","","",""
"1.1","","","","","","","","","","","","","7204","7204","7204","0.41400001049041746","0.41400001049041746","0.41400001049041746","7204","7204","7204","0.3940000101923943","0.3940000101923943","0.3940000101923943","","","","","","","","","","","","","7204","7204","7204","1.0775000214576722","1.0775000214576722","1.0775000214576722","7204","7204","7204","0.9875000238418579","0.9875000238418579","0.9875000238418579"
"1.12","","","","","","","3667","3667","3667","0.4700000166893005","0.4700000166893005","0.4700000166893005","7335","7335","7335","0.3717500030994415","0.3717500030994415","0.3717500030994415","7335","7335","7335","0.4780000180006027","0.4780000180006027","0.4780000180006027","","","","","","","3667","3667","3667","1.068750011920929","1.068750011920929","1.068750011920929","7335","7335","7335","1.0775000214576722","1.0775000214576722","1.0775000214576722","7335","7335","7335","1.033750021457672","1.033750021457672","1.033750021457672"
"1.1400000000000001","","","","","","","","","","","","","7466","7466","7466","0.3250000074505806","0.3250000074505806","0.3250000074505806","7466","7466","7466","0.4225000113248825","0.4225000113248825","0.4225000113248825","","","","","","","","","","","","","7466","7466","7466","1.0887500286102294","1.0887500286102294","1.0887500286102294","7466","7466","7466","1.0187500238418579","1.0187500238418579","1.0187500238418579"
"1.1437125748502994","2488","2488","2488","0.40466669499874114","0.40466669499874114","0.40466669499874114","","","","","","","","","","","","","","","","","","","2488","2488","2488","0.8916667103767395","0.8916667103767395","0.8916667103767395","","","","","","","","","","","","","","","","","",""
"1.16","","","","","","","3798","3798","3798","0.418750011920929","0.418750011920929","0.418750011920929","7597","7597","7597","0.32250000536441803","0.32250000536441803","0.32250000536441803","7597","7597","7597","0.4617500126361847","0.4617500126361847","0.4617500126361847","","","","","","","3798","3798","3798","1.0281250298023223","1.0281250298023223","1.0281250298023223","7597","7597","7597","1.0625000178813935","1.0625000178813935","1.0625000178813935","7597","7597","7597","0.9825000166893005","0.9825000166893005","0.9825000166893005"
"1.18","","","","","","","","","","","","","7728","7728","7728","0.31750000864267347","0.31750000864267347","0.31750000864267347","7728","7728","7728","0.4015000224113464","0.4015000224113464","0.4015000224113464","","","","","","","","","","","","","7728","7728","7728","1.0937500238418578","1.0937500238418578","1.0937500238418578","7728","7728","7728","1.0187500238418579","1.0187500238418579","1.0187500238418579"
"1.2","","","","","","","3929","3929","3929","0.41000001728534696","0.41000001728534696","0.41000001728534696","7859","7859","7859","0.3475000113248825","0.3475000113248825","0.3475000113248825","7859","7859","7859","0.40825001895427704","0.40825001895427704","0.40825001895427704","","","","","","","3929","3929","3929","1.021250021457672","1.021250021457672","1.021250021457672","7859","7859","7859","1.087500023841858","1.087500023841858","1.087500023841858","7859","7859","7859","0.993750023841858","0.993750023841858","0.993750023841858"
"1.2035928143712575","2619","2619","2619","0.39508335292339325","0.39508335292339325","0.39508335292339325","","","","","","","","","","","","","","","","","","","2619","2619","2619","0.8904166758060456","0.8904166758060456","0.8904166758060456","","","","","","","","","","","","","","","","","",""
"1.22","","","","","","","","","","","","","7990","7990","7990","0.33500000834465027","0.33500000834465027","0.33500000834465027","7990","7990","7990","0.38600002229213715","0.38600002229213715","0.38600002229213715","","","","","","","","","","","","","7990","7990","7990","1.100000023841858","1.100000023841858","1.100000023841858","7990","7990","7990","0.9875000238418579","0.9875000238418579","0.9875000238418579"
"1.24","","","","","","","4060","4060","4060","0.40550002455711365","0.40550002455711365","0.40550002455711365","8121","8121","8121","0.32250000834465026","0.32250000834465026","0.32250000834465026","8121","8121","8121","0.38900002241134646","0.38900002241134646","0.38900002241134646","","","","","","","4060","4060","4060","1.0568750321865081","1.0568750321865081","1.0568750321865081","8121","8121","8121","1.0762500166893005","1.0762500166893005","1.0762500166893005","8121","8121","8121","0.962500023841858","0.962500023841858","0.962500023841858"
"1.26","","","","","","","","","","","","","8252","8252","8252","0.32250000536441803","0.32250000536441803","0.32250000536441803","8252","8252","8252","0.42350001633167267","0.42350001633167267","0.42350001633167267","","","","","","","","","","","","","8252","8252","8252","1.100000023841858","1.100000023841858","1.100000023841858","8252","8252","8252","1.037500023841858","1.037500023841858","1.037500023841858"
"1.2634730538922156","2750","2750","2750","0.38133335709571836","0.38133335709571836","0.38133335709571836","","","","","","","","","","","","","","","","","","","2750","2750","2750","0.8770833790302277","0.8770833790302277","0.8770833790302277","","","","","","","","","","","","","","","","","",""
"1.28","","","","","","","4191","4191","4191","0.4755000174045563","0.4755000174045563","0.4755000174045563","8383","8383","8383","0.4167500138282776","0.4167500138282776","0.4167500138282776","8383","8383","8383","0.4302500218153","0.4302500218153","0.4302500218153","","","","","","","4191","4191","4191","1.0512500286102295","1.0512500286102295","1.0512500286102295","8383","8383","8383","1.0937500238418578","1.0937500238418578","1.0937500238418578","8383","8383","8383","1.0812500238418579","1.0812500238418579","1.0812500238418579"
"1.3","","","","","","","","","","","","","8514","8514","8514","0.39450001120567324","0.39450001120567324","0.39450001120567324","8514","8514","8514","0.4327500224113464","0.4327500224113464","0.4327500224113464","","","","","","","","","","","","","8514","8514","8514","1.0925000190734864","1.0925000190734864","1.0925000190734864","8514","8514","8514","1.0362500190734862","1.0362500190734862","1.0362500190734862"
"1.32","","","","","","","4322","4322","4322","0.46900002658367157","0.46900002658367157","0.46900002658367157","8645","8645","8645","0.3275000065565109","0.3275000065565109","0.3275000065565109","8645","8645","8645","0.3812500208616257","0.3812500208616257","0.3812500208616257","","","","","","","4322","4322","4322","1.059375035762787","1.059375035762787","1.059375035762787","8645","8645","8645","1.100000023841858","1.100000023841858","1.100000023841858","8645","8645","8645","0.9875000238418579","0.9875000238418579","0.9875000238418579"
"1.3233532934131738","2881","2881","2881","0.39383335411548615","0.39383335411548615","0.39383335411548615","","","","","","","","","","","","","","","","","","","2881","2881","2881","0.8975000321865082","0.8975000321865082","0.8975000321865082","","","","","","","","","","","","","","","","","",""
"1.34","","","","","","","","","","","","","8776","8776","8776","0.3475000113248825","0.3475000113248825","0.3475000113248825","8776","8776","8776","0.3755000203847885","0.3755000203847885","0.3755000203847885","","","","","","","","","","","","","8776","8776","8776","1.100000023841858","1.100000023841858","1.100000023841858","8776","8776","8776","1.037500023841858","1.037500023841858","1.037500023841858"
"1.3599999999999999","","","","","","","4453","4453","4453","0.4051250159740448","0.4051250159740448","0.4051250159740448","8907","8907","8907","0.35500001460313796","0.35500001460313796","0.35500001460313796","8907","8907","8907","0.39625002443790436","0.39625002443790436","0.39625002443790436","","","","","","","4453","4453","4453","1.0893750309944152","1.0893750309944152","1.0893750309944152","8907","8907","8907","1.075000023841858","1.075000023841858","1.075000023841858","8907","8907","8907","1.043750023841858","1.043750023841858","1.043750023841858"
"1.38","","","","","","","","","","","","","9038","9038","9038","0.4440000206232071","0.4440000206232071","0.4440000206232071","9038","9038","9038","0.4227500230073929","0.4227500230073929","0.4227500230073929","","","","","","","","","","","","","9038","9038","9038","1.0812500238418579","1.0812500238418579","1.0812500238418579","9038","9038","9038","1.038750022649765","1.038750022649765","1.038750022649765"
"1.3832335329341316","3012","3012","3012","0.4040000200271606","0.4040000200271606","0.4040000200271606","","","","","","","","","","","","","","","","","","","3012","3012","3012","0.9037500500679017","0.9037500500679017","0.9037500500679017","","","","","","","","","","","","","","","","","",""
"1.4","","","","","","","4584","4584","4584","0.4562500178813934","0.4562500178813934","0.4562500178813934","9169","9169","9169","0.41900001764297484","0.41900001764297484","0.41900001764297484","9169","9169","9169","0.503750017285347","0.503750017285347","0.503750017285347","","","","","","","4584","4584","4584","1.0581250369548798","1.0581250369548798","1.0581250369548798","9169","9169","9169","1.0850000143051148","1.0850000143051148","1.0850000143051148","9169","9169","9169","0.9525000214576721","0.9525000214576721","0.9525000214576721"
"1.42","","","","","","","","","","","","","9300","9300","9300","0.35450001060962677","0.35450001060962677","0.35450001060962677","9300","9300","9300","0.40625002384185793","0.40625002384185793","0.40625002384185793","","","","","","","","","","","","","9300","9300","9300","1.083750021457672","1.083750021457672","1.083750021457672","9300","9300","9300","1.0425000190734863","1.0425000190734863","1.0425000190734863"
"1.44","","","","","","","4715","4715","4715","0.40875001847743986","0.40875001847743986","0.40875001847743986","9431","9431","9431","0.39450001418590547","0.39450001418590547","0.39450001418590547","9431","9431","9431","0.45425002574920653","0.45425002574920653","0.45425002574920653","","","","","","","4715","4715","4715","1.0681250154972077","1.0681250154972077","1.0681250154972077","9431","9431","9431","1.0675000190734862","1.0675000190734862","1.0675000190734862","9431","9431","9431","1.0412500262260438","1.0412500262260438","1.0412500262260438"
"1.4431137724550898","3143","3143","3143","0.3881666898727417","0.3881666898727417","0.3881666898727417","","","","","","","","","","","","","","","","","","","3143","3143","3143","0.9016667068004608","0.9016667068004608","0.9016667068004608","","","","","","","","","","","","","","","","","",""
"1.46","","","","","","","","","","","","","9562","9562","9562","0.37750001847743986","0.37750001847743986","0.37750001847743986","9562","9562","9562","0.43775002360343934","0.43775002360343934","0.43775002360343934","","","","","","","","","","","","","9562","9562","9562","1.087500023841858","1.087500023841858","1.087500023841858","9562","9562","9562","1.0312500238418578","1.0312500238418578","1.0312500238418578"
"1.48","","","","","","","4846","4846","4846","0.4115000218153","0.4115000218153","0.4115000218153","9693","9693","9693","0.4390000194311142","0.4390000194311142","0.4390000194311142","9693","9693","9693","0.4432500213384628","0.4432500213384628","0.4432500213384628","","","","","","","4846","4846","4846","1.0693750262260437","1.0693750262260437","1.0693750262260437","9693","9693","9693","1.0900000214576722","1.0900000214576722","1.0900000214576722","9693","9693","9693","1.0400000214576721","1.0400000214576721","1.0400000214576721"
"1.5","","","","","","","","","","","","","9824","9824","9824","0.3825000196695328","0.3825000196695328","0.3825000196695328","9824","9824","9824","0.38750002086162566","0.38750002086162566","0.38750002086162566","","","","","","","","","","","","","9824","9824","9824","1.0937500238418578","1.0937500238418578","1.0937500238418578","9824","9824","9824","1.0312500238418578","1.0312500238418578","1.0312500238418578"
"1.5029940119760479","3274","3274","3274","0.39616669416427613","0.39616669416427613","0.39616669416427613","","","","","","","","","","","","","","","","","","","3274","3274","3274","0.9433333396911621","0.9433333396911621","0.9433333396911621","","","","","","","","","","","","","","","","","",""
"1.52","","","","","","","4977","4977","4977","0.4395000249147415","0.4395000249147415","0.4395000249147415","9955","9955","9955","0.36750001907348634","0.36750001907348634","0.36750001907348634","9955","9955","9955","0.41400002539157865","0.41400002539157865","0.41400002539157865","","","","","","","4977","4977","4977","1.0800000190734864","1.0800000190734864","1.0800000190734864","9955","9955","9955","1.087500023841858","1.087500023841858","1.087500023841858","9955","9955","9955","1.0312500238418578","1.0312500238418578","1.0312500238418578"
"1.54","","","","","","","","","","","","","10086","10086","10086","0.37975001335144043","0.37975001335144043","0.37975001335144043","10086","10086","10086","0.4555000215768814","0.4555000215768814","0.4555000215768814","","","","","","","","","","","","","10086","10086","10086","1.0925000190734864","1.0925000190734864","1.0925000190734864","10086","10086","10086","0.9812500238418579","0.9812500238418579","0.9812500238418579"
"1.56","","","","","","","5108","5108","5108","0.5152500182390213","0.5152500182390213","0.5152500182390213","10217","10217","10217","0.4660000175237656","0.4660000175237656","0.4660000175237656","10217","10217","10217","0.42125001847743987","0.42125001847743987","0.42125001847743987","","","","","","","5108","5108","5108","1.0575000166893005","1.0575000166893005","1.0575000166893005","10217","10217","10217","1.0537500143051148","1.0537500143051148","1.0537500143051148","10217","10217","10217","1.0162500202655793","1.0162500202655793","1.0162500202655793"
"1.562874251497006","3405","3405","3405","0.436333367228508","0.436333367228508","0.436333367228508","","","","","","","","","","","","","","","","","","","3405","3405","3405","0.9266666948795319","0.9266666948795319","0.9266666948795319","","","","","","","","","","","","","","","","","",""
"1.58","","","","","","","","","","","","","10348","10348","10348","0.3675000160932541","0.3675000160932541","0.3675000160932541","10348","10348","10348","0.4120000213384628","0.4120000213384628","0.4120000213384628","","","","","","","","","","","","","10348","10348","10348","1.100000023841858","1.100000023841858","1.100000023841858","10348","10348","10348","1.012500023841858","1.012500023841858","1.012500023841858"
"1.6","","","","","","","5239","5239","5239","0.4010000228881836","0.4010000228881836","0.4010000228881836","10479","10479","10479","0.37500002086162565","0.37500002086162565","0.37500002086162565","10479","10479","10479","0.39450002312660215","0.39450002312660215","0.39450002312660215","","","","","","","5239","5239","5239","1.0618750333786011","1.0618750333786011","1.0618750333786011","10479","10479","10479","1.087500023841858","1.087500023841858","1.087500023841858","10479","10479","10479","1.025000023841858","1.025000023841858","1.025000023841858"
"1.62","","","","","","","","","","","","","10610","10610","10610","0.4315000146627426","0.4315000146627426","0.4315000146627426","10610","10610","10610","0.45825002193450926","0.45825002193450926","0.45825002193450926","","","","","","","","","","","","","10610","10610","10610","1.075000023841858","1.075000023841858","1.075000023841858","10610","10610","10610","1.0150000214576722","1.0150000214576722","1.0150000214576722"
"1.622754491017964","3536","3536","3536","0.38533335626125337","0.38533335626125337","0.38533335626125337","","","","","","","","","","","","","","","","","","","3536","3536","3536","0.893333375453949","0.893333375453949","0.893333375453949","","","","","","","","","","","","","","","","","",""
"1.6400000000000001","","","","","","","5370","5370","5370","0.4740000218153","0.4740000218153","0.4740000218153","10741","10741","10741","0.44400001764297486","0.44400001764297486","0.44400001764297486","10741","10741","10741","0.5470000207424164","0.5470000207424164","0.5470000207424164","","","","","","","5370","5370","5370","1.056250023841858","1.056250023841858","1.056250023841858","10741","10741","10741","1.0900000214576722","1.0900000214576722","1.0900000214576722","10741","10741","10741","1.0400000214576721","1.0400000214576721","1.0400000214576721"
"1.6600000000000001","","","","","","","","","","","","","10872","10872","10872","0.3825000196695328","0.3825000196695328","0.3825000196695328","10872","10872","10872","0.39650002419948577","0.39650002419948577","0.39650002419948577","","","","","","","","","","","","","10872","10872","10872","1.100000023841858","1.100000023841858","1.100000023841858","10872","10872","10872","1.0187500238418579","1.0187500238418579","1.0187500238418579"
"1.6800000000000002","","","","","","","5501","5501","5501","0.4363750070333481","0.4363750070333481","0.4363750070333481","11003","11003","11003","0.3900000214576721","0.3900000214576721","0.3900000214576721","11003","11003","11003","0.39450002312660215","0.39450002312660215","0.39450002312660215","","","","","","","5501","5501","5501","1.0787500381469726","1.0787500381469726","1.0787500381469726","11003","11003","11003","1.100000023841858","1.100000023841858","1.100000023841858","11003","11003","11003","1.0500000238418579","1.0500000238418579","1.0500000238418579"
"1.6826347305389222","3667","3667","3667","0.414583358168602","0.414583358168602","0.414583358168602","","","","","","","","","","","","","","","","","","","3667","3667","3667","0.9104166984558105","0.9104166984558105","0.9104166984558105","","","","","","","","","","","","","","","","","",""
"1.7","","","","","","","","","","","","","11134","11134","11134","0.46350001394748686","0.46350001394748686","0.46350001394748686","11134","11134","11134","0.5815000176429749","0.5815000176429749","0.5815000176429749","","","","","","","","","","","","","11134","11134","11134","1.077500009536743","1.077500009536743","1.077500009536743","11134","11134","11134","0.9900000095367432","0.9900000095367432","0.9900000095367432"
"1.72","","","","","","","5632","5632","5632","0.4676250249147415","0.4676250249147415","0.4676250249147415","11265","11265","11265","0.3897500216960907","0.3897500216960907","0.3897500216960907","11265","11265","11265","0.39450002312660215","0.39450002312660215","0.39450002312660215","","","","","","","5632","5632","5632","1.0131250202655793","1.0131250202655793","1.0131250202655793","11265","11265","11265","1.0937500238418578","1.0937500238418578","1.0937500238418578","11265","11265","11265","1.087500023841858","1.087500023841858","1.087500023841858"
"1.74","","","","","","","","","","","","","11396","11396","11396","0.4242500185966492","0.4242500185966492","0.4242500185966492","11396","11396","11396","0.42650002539157866","0.42650002539157866","0.42650002539157866","","","","","","","","","","","","","11396","11396","11396","1.0775000214576722","1.0775000214576722","1.0775000214576722","11396","11396","11396","1.0087500214576721","1.0087500214576721","1.0087500214576721"
"1.7425149700598803","3798","3798","3798","0.38750002682209017","0.38750002682209017","0.38750002682209017","","","","","","","","","","","","","","","","","","","3798","3798","3798","0.9129166722297668","0.9129166722297668","0.9129166722297668","","","","","","","","","","","","","","","","","",""
"1.76","","","","","","","5763","5763","5763","0.42687501311302184","0.42687501311302184","0.42687501311302184","11527","11527","11527","0.38725002110004425","0.38725002110004425","0.38725002110004425","11527","11527","11527","0.40450002551078795","0.40450002551078795","0.40450002551078795","","","","","","","5763","5763","5763","1.0668750166893006","1.0668750166893006","1.0668750166893006","11527","11527","11527","1.087500023841858","1.087500023841858","1.087500023841858","11527","11527","11527","1.068750023841858","1.068750023841858","1.068750023841858"
"1.78","","","","","","","","","","","","","11658","11658","11658","0.38000001907348635","0.38000001907348635","0.38000001907348635","11658","11658","11658","0.39750002324581146","0.39750002324581146","0.39750002324581146","","","","","","","","","","","","","11658","11658","11658","1.0937500238418578","1.0937500238418578","1.0937500238418578","11658","11658","11658","1.0812500238418579","1.0812500238418579","1.0812500238418579"
"1.8","","","","","","","5894","5894","5894","0.4656250149011612","0.4656250149011612","0.4656250149011612","11789","11789","11789","0.3497500136494637","0.3497500136494637","0.3497500136494637","11789","11789","11789","0.40750002562999726","0.40750002562999726","0.40750002562999726","","","","","","","5894","5894","5894","1.0693750262260437","1.0693750262260437","1.0693750262260437","11789","11789","11789","1.0625000238418578","1.0625000238418578","1.0625000238418578","11789","11789","11789","1.0312500238418578","1.0312500238418578","1.0312500238418578"
"1.8023952095808382","3929","3929","3929","0.40516669154167173","0.40516669154167173","0.40516669154167173","","","","","","","","","","","","","","","","","","","3929","3929","3929","0.9391667068004608","0.9391667068004608","0.9391667068004608","","","","","","","","","","","","","","","","","",""
"1.8199999999999998","","","","","","","","","","","","","11920","11920","11920","0.37000001668930055","0.37000001668930055","0.37000001668930055","11920","11920","11920","0.4412500232458115","0.4412500232458115","0.4412500232458115","","","","","","","","","","","","","11920","11920","11920","1.0937500238418578","1.0937500238418578","1.0937500238418578","11920","11920","11920","1.068750023841858","1.068750023841858","1.068750023841858"
"1.8399999999999999","","","","","","","6025","6025","6025","0.4577500134706497","0.4577500134706497","0.4577500134706497","12051","12051","12051","0.35000001490116117","0.35000001490116117","0.35000001490116117","12051","12051","12051","0.42225002348423","0.42225002348423","0.42225002348423","","","","","","","6025","6025","6025","1.0775000333786011","1.0775000333786011","1.0775000333786011","12051","12051","12051","1.0912500262260436","1.0912500262260436","1.0912500262260436","12051","12051","12051","1.0175000190734864","1.0175000190734864","1.0175000190734864"
"1.8599999999999999","","","","","","","","","","","","","12182","12182","12182","0.4242500215768814","0.4242500215768814","0.4242500215768814","12182","12182","12182","0.4285000264644623","0.4285000264644623","0.4285000264644623","","","","","","","","","","","","","12182","12182","12182","1.0762500286102294","1.0762500286102294","1.0762500286102294","12182","12182","12182","1.0187500238418579","1.0187500238418579","1.0187500238418579"
"1.8622754491017965","4060","4060","4060","0.40516670048236847","0.40516670048236847","0.40516670048236847","","","","","","","","","","","","","","","","","","","4060","4060","4060","0.9391667187213898","0.9391667187213898","0.9391667187213898","","","","","","","","","","","","","","","","","",""
"1.88","","","","","","","6156","6156","6156","0.455375012755394","0.455375012755394","0.455375012755394","12313","12313","12313","0.3350000098347664","0.3350000098347664","0.3350000098347664","12313","12313","12313","0.44650002419948576","0.44650002419948576","0.44650002419948576","","","","","","","6156","6156","6156","1.0787500262260437","1.0787500262260437","1.0787500262260437","12313","12313","12313","1.087500023841858","1.087500023841858","1.087500023841858","12313","12313","12313","1.037500023841858","1.037500023841858","1.037500023841858"
