"train/epoch","Qwen/Qwen3-32B-low-format - _step","Qwen/Qwen3-32B-low-format - _step__MIN","Qwen/Qwen3-32B-low-format - _step__MAX","Qwen/Qwen3-32B-low-format - train/rewards/reward_connected_line/mean","Qwen/Qwen3-32B-low-format - train/rewards/reward_connected_line/mean__MIN","Qwen/Qwen3-32B-low-format - train/rewards/reward_connected_line/mean__MAX","Qwen/Qwen3-14B-low-format - _step","Qwen/Qwen3-14B-low-format - _step__MIN","Qwen/Qwen3-14B-low-format - _step__MAX","Qwen/Qwen3-14B-low-format - train/rewards/reward_connected_line/mean","Qwen/Qwen3-14B-low-format - train/rewards/reward_connected_line/mean__MIN","Qwen/Qwen3-14B-low-format - train/rewards/reward_connected_line/mean__MAX","Qwen/Qwen3-0.6B-low-format - _step","Qwen/Qwen3-0.6B-low-format - _step__MIN","Qwen/Qwen3-0.6B-low-format - _step__MAX","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_connected_line/mean","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_connected_line/mean__MIN","Qwen/Qwen3-0.6B-low-format - train/rewards/reward_connected_line/mean__MAX","Qwen/Qwen3-4B-low-format - _step","Qwen/Qwen3-4B-low-format - _step__MIN","Qwen/Qwen3-4B-low-format - _step__MAX","Qwen/Qwen3-4B-low-format - train/rewards/reward_connected_line/mean","Qwen/Qwen3-4B-low-format - train/rewards/reward_connected_line/mean__MIN","Qwen/Qwen3-4B-low-format - train/rewards/reward_connected_line/mean__MAX","Qwen/Qwen3-32B - _step","Qwen/Qwen3-32B - _step__MIN","Qwen/Qwen3-32B - _step__MAX","Qwen/Qwen3-32B - train/rewards/reward_connected_line/mean","Qwen/Qwen3-32B - train/rewards/reward_connected_line/mean__MIN","Qwen/Qwen3-32B - train/rewards/reward_connected_line/mean__MAX","Qwen/Qwen3-14B - _step","Qwen/Qwen3-14B - _step__MIN","Qwen/Qwen3-14B - _step__MAX","Qwen/Qwen3-14B - train/rewards/reward_connected_line/mean","Qwen/Qwen3-14B - train/rewards/reward_connected_line/mean__MIN","Qwen/Qwen3-14B - train/rewards/reward_connected_line/mean__MAX","Qwen/Qwen3-4B - _step","Qwen/Qwen3-4B - _step__MIN","Qwen/Qwen3-4B - _step__MAX","Qwen/Qwen3-4B - train/rewards/reward_connected_line/mean","Qwen/Qwen3-4B - train/rewards/reward_connected_line/mean__MIN","Qwen/Qwen3-4B - train/rewards/reward_connected_line/mean__MAX","Qwen/Qwen3-0.6B - _step","Qwen/Qwen3-0.6B - _step__MIN","Qwen/Qwen3-0.6B - _step__MAX","Qwen/Qwen3-0.6B - train/rewards/reward_connected_line/mean","Qwen/Qwen3-0.6B - train/rewards/reward_connected_line/mean__MIN","Qwen/Qwen3-0.6B - train/rewards/reward_connected_line/mean__MAX"
"0.92","","","","","","","3012","3012","3012","0.6","0.6","0.6","6025","6025","6025","0.775","0.775","0.775","6025","6025","6025","0.925","0.925","0.925","","","","","","","3012","3012","3012","0.9125","0.9125","0.9125","6025","6025","6025","0.975","0.975","0.975","6025","6025","6025","0.975","0.975","0.975"
"0.94","","","","","","","","","","","","","6156","6156","6156","0.7","0.7","0.7","6156","6156","6156","0.8","0.8","0.8","","","","","","","","","","","","","6156","6156","6156","0.95","0.95","0.95","6156","6156","6156","1","1","1"
"0.9580838323353293","2095","2095","2095","0.3583333298563957","0.3583333298563957","0.3583333298563957","","","","","","","","","","","","","","","","","","","2095","2095","2095","0.4416666679084301","0.4416666679084301","0.4416666679084301","","","","","","","","","","","","","","","","","",""
"0.96","","","","","","","3143","3143","3143","0.5375","0.5375","0.5375","6287","6287","6287","0.725","0.725","0.725","6287","6287","6287","0.75","0.75","0.75","","","","","","","3143","3143","3143","0.85","0.85","0.85","6287","6287","6287","0.9","0.9","0.9","6287","6287","6287","0.975","0.975","0.975"
"0.98","","","","","","","","","","","","","6418","6418","6418","0.75","0.75","0.75","6418","6418","6418","0.875","0.875","0.875","","","","","","","","","","","","","6418","6418","6418","1","1","1","6418","6418","6418","0.975","0.975","0.975"
"1","","","","","","","3274","3274","3274","0.725","0.725","0.725","6549","6549","6549","0.65","0.65","0.65","6549","6549","6549","0.775","0.775","0.775","","","","","","","3274","3274","3274","0.925","0.925","0.925","6549","6549","6549","0.9","0.9","0.9","6549","6549","6549","0.95","0.95","0.95"
"1.02","","","","","","","","","","","","","6680","6680","6680","0.475","0.475","0.475","6680","6680","6680","0.875","0.875","0.875","","","","","","","","","","","","","6680","6680","6680","0.875","0.875","0.875","6680","6680","6680","0.825","0.825","0.825"
"1.0239520958083832","2226","2226","2226","0.5166666671633721","0.5166666671633721","0.5166666671633721","","","","","","","","","","","","","","","","","","","2226","2226","2226","0.5916666567325592","0.5916666567325592","0.5916666567325592","","","","","","","","","","","","","","","","","",""
"1.04","","","","","","","3405","3405","3405","0.75","0.75","0.75","6811","6811","6811","0.525","0.525","0.525","6811","6811","6811","0.875","0.875","0.875","","","","","","","3405","3405","3405","0.9","0.9","0.9","6811","6811","6811","0.975","0.975","0.975","6811","6811","6811","0.9","0.9","0.9"
"1.06","","","","","","","","","","","","","6942","6942","6942","0.475","0.475","0.475","6942","6942","6942","0.85","0.85","0.85","","","","","","","","","","","","","6942","6942","6942","0.925","0.925","0.925","6942","6942","6942","0.975","0.975","0.975"
"1.08","","","","","","","3536","3536","3536","0.6625","0.6625","0.6625","7073","7073","7073","0.625","0.625","0.625","7073","7073","7073","0.95","0.95","0.95","","","","","","","3536","3536","3536","0.925","0.925","0.925","7073","7073","7073","1","1","1","7073","7073","7073","0.95","0.95","0.95"
"1.0838323353293413","2357","2357","2357","0.40833333432674407","0.40833333432674407","0.40833333432674407","","","","","","","","","","","","","","","","","","","2357","2357","2357","0.575","0.575","0.575","","","","","","","","","","","","","","","","","",""
"1.1","","","","","","","","","","","","","7204","7204","7204","0.625","0.625","0.625","7204","7204","7204","0.85","0.85","0.85","","","","","","","","","","","","","7204","7204","7204","0.9","0.9","0.9","7204","7204","7204","0.85","0.85","0.85"
"1.12","","","","","","","3667","3667","3667","0.6","0.6","0.6","7335","7335","7335","0.525","0.525","0.525","7335","7335","7335","0.775","0.775","0.775","","","","","","","3667","3667","3667","0.8625","0.8625","0.8625","7335","7335","7335","0.875","0.875","0.875","7335","7335","7335","0.875","0.875","0.875"
"1.1400000000000001","","","","","","","","","","","","","7466","7466","7466","0.75","0.75","0.75","7466","7466","7466","0.725","0.725","0.725","","","","","","","","","","","","","7466","7466","7466","0.925","0.925","0.925","7466","7466","7466","0.95","0.95","0.95"
"1.1437125748502994","2488","2488","2488","0.31666666492819784","0.31666666492819784","0.31666666492819784","","","","","","","","","","","","","","","","","","","2488","2488","2488","0.46666665822267533","0.46666665822267533","0.46666665822267533","","","","","","","","","","","","","","","","","",""
"1.16","","","","","","","3798","3798","3798","0.4875","0.4875","0.4875","7597","7597","7597","0.625","0.625","0.625","7597","7597","7597","0.675","0.675","0.675","","","","","","","3798","3798","3798","0.8125","0.8125","0.8125","7597","7597","7597","0.85","0.85","0.85","7597","7597","7597","0.9","0.9","0.9"
"1.18","","","","","","","","","","","","","7728","7728","7728","0.7","0.7","0.7","7728","7728","7728","0.9","0.9","0.9","","","","","","","","","","","","","7728","7728","7728","1","1","1","7728","7728","7728","0.975","0.975","0.975"
"1.2","","","","","","","3929","3929","3929","0.5875","0.5875","0.5875","7859","7859","7859","0.8","0.8","0.8","7859","7859","7859","0.825","0.825","0.825","","","","","","","3929","3929","3929","0.8875","0.8875","0.8875","7859","7859","7859","1","1","1","7859","7859","7859","0.925","0.925","0.925"
"1.2035928143712575","2619","2619","2619","0.2833333365619183","0.2833333365619183","0.2833333365619183","","","","","","","","","","","","","","","","","","","2619","2619","2619","0.40833333134651184","0.40833333134651184","0.40833333134651184","","","","","","","","","","","","","","","","","",""
"1.22","","","","","","","","","","","","","7990","7990","7990","0.7","0.7","0.7","7990","7990","7990","0.85","0.85","0.85","","","","","","","","","","","","","7990","7990","7990","1","1","1","7990","7990","7990","0.9","0.9","0.9"
"1.24","","","","","","","4060","4060","4060","0.675","0.675","0.675","8121","8121","8121","0.625","0.625","0.625","8121","8121","8121","0.9","0.9","0.9","","","","","","","4060","4060","4060","0.8875","0.8875","0.8875","8121","8121","8121","0.95","0.95","0.95","8121","8121","8121","0.925","0.925","0.925"
"1.26","","","","","","","","","","","","","8252","8252","8252","0.7","0.7","0.7","8252","8252","8252","0.85","0.85","0.85","","","","","","","","","","","","","8252","8252","8252","1","1","1","8252","8252","8252","0.975","0.975","0.975"
"1.2634730538922156","2750","2750","2750","0.4000000022351742","0.4000000022351742","0.4000000022351742","","","","","","","","","","","","","","","","","","","2750","2750","2750","0.5000000044703483","0.5000000044703483","0.5000000044703483","","","","","","","","","","","","","","","","","",""
"1.28","","","","","","","4191","4191","4191","0.6625","0.6625","0.6625","8383","8383","8383","0.775","0.775","0.775","8383","8383","8383","0.775","0.775","0.775","","","","","","","4191","4191","4191","0.9375","0.9375","0.9375","8383","8383","8383","1","1","1","8383","8383","8383","1","1","1"
"1.3","","","","","","","","","","","","","8514","8514","8514","0.65","0.65","0.65","8514","8514","8514","0.775","0.775","0.775","","","","","","","","","","","","","8514","8514","8514","0.925","0.925","0.925","8514","8514","8514","0.875","0.875","0.875"
"1.32","","","","","","","4322","4322","4322","0.6","0.6","0.6","8645","8645","8645","0.775","0.775","0.775","8645","8645","8645","0.875","0.875","0.875","","","","","","","4322","4322","4322","0.9375","0.9375","0.9375","8645","8645","8645","1","1","1","8645","8645","8645","1","1","1"
"1.3233532934131738","2881","2881","2881","0.4916666656732559","0.4916666656732559","0.4916666656732559","","","","","","","","","","","","","","","","","","","2881","2881","2881","0.475","0.475","0.475","","","","","","","","","","","","","","","","","",""
"1.34","","","","","","","","","","","","","8776","8776","8776","0.775","0.775","0.775","8776","8776","8776","0.775","0.775","0.775","","","","","","","","","","","","","8776","8776","8776","1","1","1","8776","8776","8776","1","1","1"
"1.3599999999999999","","","","","","","4453","4453","4453","0.75","0.75","0.75","8907","8907","8907","0.825","0.825","0.825","8907","8907","8907","0.925","0.925","0.925","","","","","","","4453","4453","4453","0.9875","0.9875","0.9875","8907","8907","8907","0.975","0.975","0.975","8907","8907","8907","1","1","1"
"1.38","","","","","","","","","","","","","9038","9038","9038","0.875","0.875","0.875","9038","9038","9038","0.75","0.75","0.75","","","","","","","","","","","","","9038","9038","9038","0.975","0.975","0.975","9038","9038","9038","0.9","0.9","0.9"
"1.3832335329341316","3012","3012","3012","0.42500000149011613","0.42500000149011613","0.42500000149011613","","","","","","","","","","","","","","","","","","","3012","3012","3012","0.5333333276212215","0.5333333276212215","0.5333333276212215","","","","","","","","","","","","","","","","","",""
"1.4","","","","","","","4584","4584","4584","0.725","0.725","0.725","9169","9169","9169","0.8","0.8","0.8","9169","9169","9169","0.625","0.625","0.625","","","","","","","4584","4584","4584","0.85","0.85","0.85","9169","9169","9169","0.85","0.85","0.85","9169","9169","9169","0.825","0.825","0.825"
"1.42","","","","","","","","","","","","","9300","9300","9300","0.7","0.7","0.7","9300","9300","9300","0.725","0.725","0.725","","","","","","","","","","","","","9300","9300","9300","0.875","0.875","0.875","9300","9300","9300","0.85","0.85","0.85"
"1.44","","","","","","","4715","4715","4715","0.75","0.75","0.75","9431","9431","9431","0.775","0.775","0.775","9431","9431","9431","0.925","0.925","0.925","","","","","","","4715","4715","4715","0.8875","0.8875","0.8875","9431","9431","9431","0.875","0.875","0.875","9431","9431","9431","0.975","0.975","0.975"
"1.4431137724550898","3143","3143","3143","0.5166666686534882","0.5166666686534882","0.5166666686534882","","","","","","","","","","","","","","","","","","","3143","3143","3143","0.566666665673256","0.566666665673256","0.566666665673256","","","","","","","","","","","","","","","","","",""
"1.46","","","","","","","","","","","","","9562","9562","9562","0.9","0.9","0.9","9562","9562","9562","0.775","0.775","0.775","","","","","","","","","","","","","9562","9562","9562","0.975","0.975","0.975","9562","9562","9562","1","1","1"
"1.48","","","","","","","4846","4846","4846","0.75","0.75","0.75","9693","9693","9693","0.8","0.8","0.8","9693","9693","9693","0.825","0.825","0.825","","","","","","","4846","4846","4846","0.9625","0.9625","0.9625","9693","9693","9693","0.9","0.9","0.9","9693","9693","9693","0.85","0.85","0.85"
"1.5","","","","","","","","","","","","","9824","9824","9824","0.975","0.975","0.975","9824","9824","9824","0.825","0.825","0.825","","","","","","","","","","","","","9824","9824","9824","1","1","1","9824","9824","9824","1","1","1"
"1.5029940119760479","3274","3274","3274","0.6333333373069763","0.6333333373069763","0.6333333373069763","","","","","","","","","","","","","","","","","","","3274","3274","3274","0.6333333373069763","0.6333333373069763","0.6333333373069763","","","","","","","","","","","","","","","","","",""
"1.52","","","","","","","4977","4977","4977","0.8375","0.8375","0.8375","9955","9955","9955","0.9","0.9","0.9","9955","9955","9955","0.9","0.9","0.9","","","","","","","4977","4977","4977","0.925","0.925","0.925","9955","9955","9955","0.975","0.975","0.975","9955","9955","9955","0.95","0.95","0.95"
"1.54","","","","","","","","","","","","","10086","10086","10086","0.95","0.95","0.95","10086","10086","10086","0.8","0.8","0.8","","","","","","","","","","","","","10086","10086","10086","0.925","0.925","0.925","10086","10086","10086","1","1","1"
"1.56","","","","","","","5108","5108","5108","0.5125","0.5125","0.5125","10217","10217","10217","0.75","0.75","0.75","10217","10217","10217","0.625","0.625","0.625","","","","","","","5108","5108","5108","0.825","0.825","0.825","10217","10217","10217","0.825","0.825","0.825","10217","10217","10217","0.85","0.85","0.85"
"1.562874251497006","3405","3405","3405","0.4000000052154064","0.4000000052154064","0.4000000052154064","","","","","","","","","","","","","","","","","","","3405","3405","3405","0.5583333283662796","0.5583333283662796","0.5583333283662796","","","","","","","","","","","","","","","","","",""
"1.58","","","","","","","","","","","","","10348","10348","10348","0.95","0.95","0.95","10348","10348","10348","0.925","0.925","0.925","","","","","","","","","","","","","10348","10348","10348","1","1","1","10348","10348","10348","0.975","0.975","0.975"
"1.6","","","","","","","5239","5239","5239","0.7","0.7","0.7","10479","10479","10479","0.9","0.9","0.9","10479","10479","10479","0.95","0.95","0.95","","","","","","","5239","5239","5239","0.9625","0.9625","0.9625","10479","10479","10479","1","1","1","10479","10479","10479","0.975","0.975","0.975"
"1.62","","","","","","","","","","","","","10610","10610","10610","0.85","0.85","0.85","10610","10610","10610","0.825","0.825","0.825","","","","","","","","","","","","","10610","10610","10610","0.875","0.875","0.875","10610","10610","10610","0.875","0.875","0.875"
"1.622754491017964","3536","3536","3536","0.45833333283662797","0.45833333283662797","0.45833333283662797","","","","","","","","","","","","","","","","","","","3536","3536","3536","0.5833333283662796","0.5833333283662796","0.5833333283662796","","","","","","","","","","","","","","","","","",""
"1.6400000000000001","","","","","","","5370","5370","5370","0.675","0.675","0.675","10741","10741","10741","0.75","0.75","0.75","10741","10741","10741","0.7","0.7","0.7","","","","","","","5370","5370","5370","0.8375","0.8375","0.8375","10741","10741","10741","0.9","0.9","0.9","10741","10741","10741","0.9","0.9","0.9"
"1.6600000000000001","","","","","","","","","","","","","10872","10872","10872","1","1","1","10872","10872","10872","0.9","0.9","0.9","","","","","","","","","","","","","10872","10872","10872","1","1","1","10872","10872","10872","0.925","0.925","0.925"
"1.6800000000000002","","","","","","","5501","5501","5501","0.6875","0.6875","0.6875","11003","11003","11003","0.925","0.925","0.925","11003","11003","11003","0.925","0.925","0.925","","","","","","","5501","5501","5501","0.95","0.95","0.95","11003","11003","11003","1","1","1","11003","11003","11003","1","1","1"
"1.6826347305389222","3667","3667","3667","0.45833332985639574","0.45833332985639574","0.45833332985639574","","","","","","","","","","","","","","","","","","","3667","3667","3667","0.6333333283662796","0.6333333283662796","0.6333333283662796","","","","","","","","","","","","","","","","","",""
"1.7","","","","","","","","","","","","","11134","11134","11134","0.825","0.825","0.825","11134","11134","11134","0.65","0.65","0.65","","","","","","","","","","","","","11134","11134","11134","0.775","0.775","0.775","11134","11134","11134","0.725","0.725","0.725"
"1.72","","","","","","","5632","5632","5632","0.7625","0.7625","0.7625","11265","11265","11265","0.9","0.9","0.9","11265","11265","11265","0.925","0.925","0.925","","","","","","","5632","5632","5632","0.7875","0.7875","0.7875","11265","11265","11265","1","1","1","11265","11265","11265","1","1","1"
"1.74","","","","","","","","","","","","","11396","11396","11396","0.875","0.875","0.875","11396","11396","11396","0.9","0.9","0.9","","","","","","","","","","","","","11396","11396","11396","0.875","0.875","0.875","11396","11396","11396","0.9","0.9","0.9"
"1.7425149700598803","3798","3798","3798","0.466666666418314","0.466666666418314","0.466666666418314","","","","","","","","","","","","","","","","","","","3798","3798","3798","0.6333333343267441","0.6333333343267441","0.6333333343267441","","","","","","","","","","","","","","","","","",""
"1.76","","","","","","","5763","5763","5763","0.8","0.8","0.8","11527","11527","11527","0.9","0.9","0.9","11527","11527","11527","0.95","0.95","0.95","","","","","","","5763","5763","5763","0.925","0.925","0.925","11527","11527","11527","1","1","1","11527","11527","11527","0.975","0.975","0.975"
"1.78","","","","","","","","","","","","","11658","11658","11658","0.95","0.95","0.95","11658","11658","11658","0.975","0.975","0.975","","","","","","","","","","","","","11658","11658","11658","1","1","1","11658","11658","11658","1","1","1"
"1.8","","","","","","","5894","5894","5894","0.775","0.775","0.775","11789","11789","11789","0.825","0.825","0.825","11789","11789","11789","1","1","1","","","","","","","5894","5894","5894","0.9125","0.9125","0.9125","11789","11789","11789","0.975","0.975","0.975","11789","11789","11789","0.975","0.975","0.975"
"1.8023952095808382","3929","3929","3929","0.3833333276212215","0.3833333276212215","0.3833333276212215","","","","","","","","","","","","","","","","","","","3929","3929","3929","0.7250000059604644","0.7250000059604644","0.7250000059604644","","","","","","","","","","","","","","","","","",""
"1.8199999999999998","","","","","","","","","","","","","11920","11920","11920","0.9","0.9","0.9","11920","11920","11920","0.85","0.85","0.85","","","","","","","","","","","","","11920","11920","11920","1","1","1","11920","11920","11920","1","1","1"
"1.8399999999999999","","","","","","","6025","6025","6025","0.75","0.75","0.75","12051","12051","12051","0.95","0.95","0.95","12051","12051","12051","0.95","0.95","0.95","","","","","","","6025","6025","6025","0.9625","0.9625","0.9625","12051","12051","12051","0.95","0.95","0.95","12051","12051","12051","0.925","0.925","0.925"
"1.8599999999999999","","","","","","","","","","","","","12182","12182","12182","0.8","0.8","0.8","12182","12182","12182","0.85","0.85","0.85","","","","","","","","","","","","","12182","12182","12182","0.95","0.95","0.95","12182","12182","12182","0.975","0.975","0.975"
"1.8622754491017965","4060","4060","4060","0.4166666641831398","0.4166666641831398","0.4166666641831398","","","","","","","","","","","","","","","","","","","4060","4060","4060","0.6666666626930237","0.6666666626930237","0.6666666626930237","","","","","","","","","","","","","","","","","",""
"1.88","","","","","","","6156","6156","6156","0.7625","0.7625","0.7625","12313","12313","12313","0.825","0.825","0.825","12313","12313","12313","0.9","0.9","0.9","","","","","","","6156","6156","6156","0.975","0.975","0.975","12313","12313","12313","1","1","1","12313","12313","12313","1","1","1"
"1.9","","","","","","","","","","","","","12444","12444","12444","0.875","0.875","0.875","12444","12444","12444","0.925","0.925","0.925","","","","","","","","","","","","","12444","12444","12444","0.95","0.95","0.95","12444","12444","12444","0.975","0.975","0.975"
"1.92","","","","","","","6287","6287","6287","0.7375","0.7375","0.7375","12575","12575","12575","0.925","0.925","0.925","12575","12575","12575","0.95","0.95","0.95","","","","","","","6287","6287","6287","0.9625","0.9625","0.9625","12575","12575","12575","0.975","0.975","0.975","12575","12575","12575","1","1","1"
"1.9221556886227544","4191","4191","4191","0.40000000819563863","0.40000000819563863","0.40000000819563863","","","","","","","","","","","","","","","","","","","4191","4191","4191","0.7166666686534882","0.7166666686534882","0.7166666686534882","","","","","","","","","","","","","","","","","",""
"1.94","","","","","","","","","","","","","12706","12706","12706","0.825","0.825","0.825","12706","12706","12706","0.95","0.95","0.95","","","","","","","","","","","","","12706","12706","12706","0.975","0.975","0.975","12706","12706","12706","1","1","1"
"1.96","","","","","","","6418","6418","6418","0.7625","0.7625","0.7625","12837","12837","12837","0.925","0.925","0.925","12837","12837","12837","1","1","1","","","","","","","6418","6418","6418","0.9375","0.9375","0.9375","12837","12837","12837","0.975","0.975","0.975","12837","12837","12837","1","1","1"
"1.98","","","","","","","","","","","","","12968","12968","12968","0.8","0.8","0.8","12968","12968","12968","0.8","0.8","0.8","","","","","","","","","","","","","12968","12968","12968","0.875","0.875","0.875","12968","12968","12968","0.9","0.9","0.9"
"1.9820359281437125","4322","4322","4322","0.37499999478459356","0.37499999478459356","0.37499999478459356","","","","","","","","","","","","","","","","","","","4322","4322","4322","0.6250000119209289","0.6250000119209289","0.6250000119209289","","","","","","","","","","","","","","","","","",""
"2","","","","","","","6549","6549","6549","0.4","0.4","0.4","13099","13099","13099","0.975","0.975","0.975","13099","13099","13099","0.75","0.75","0.75","","","","","","","6549","6549","6549","0.7875","0.7875","0.7875","13099","13099","13099","0.925","0.925","0.925","13099","13099","13099","0.975","0.975","0.975"
"2.02","","","","","","","","","","","","","13230","13230","13230","0.925","0.925","0.925","13230","13230","13230","0.95","0.95","0.95","","","","","","","","","","","","","13230","13230","13230","1","1","1","13230","13230","13230","0.95","0.95","0.95"
"2.04","","","","","","","6680","6680","6680","0.775","0.775","0.775","13361","13361","13361","0.8","0.8","0.8","13361","13361","13361","0.775","0.775","0.775","","","","","","","6680","6680","6680","0.975","0.975","0.975","13361","13361","13361","0.9","0.9","0.9","13361","13361","13361","0.9","0.9","0.9"
"2.0479041916167664","4453","4453","4453","0.44999999925494194","0.44999999925494194","0.44999999925494194","","","","","","","","","","","","","","","","","","","4453","4453","4453","0.6999999940395355","0.6999999940395355","0.6999999940395355","","","","","","","","","","","","","","","","","",""
"2.06","","","","","","","","","","","","","13492","13492","13492","0.775","0.775","0.775","13492","13492","13492","0.775","0.775","0.775","","","","","","","","","","","","","13492","13492","13492","0.925","0.925","0.925","13492","13492","13492","0.9","0.9","0.9"
"2.08","","","","","","","6811","6811","6811","0.6375","0.6375","0.6375","13623","13623","13623","0.95","0.95","0.95","13623","13623","13623","0.9","0.9","0.9","","","","","","","6811","6811","6811","0.8875","0.8875","0.8875","13623","13623","13623","0.9","0.9","0.9","13623","13623","13623","0.95","0.95","0.95"
"2.1","","","","","","","","","","","","","13754","13754","13754","0.95","0.95","0.95","13754","13754","13754","0.85","0.85","0.85","","","","","","","","","","","","","13754","13754","13754","0.975","0.975","0.975","13754","13754","13754","0.975","0.975","0.975"
"2.1077844311377247","4584","4584","4584","0.42499999403953553","0.42499999403953553","0.42499999403953553","","","","","","","","","","","","","","","","","","","4584","4584","4584","0.7083333373069763","0.7083333373069763","0.7083333373069763","","","","","","","","","","","","","","","","","",""
"2.12","","","","","","","6942","6942","6942","0.6625","0.6625","0.6625","13885","13885","13885","0.825","0.825","0.825","13885","13885","13885","0.725","0.725","0.725","","","","","","","6942","6942","6942","0.9","0.9","0.9","13885","13885","13885","0.9","0.9","0.9","13885","13885","13885","0.875","0.875","0.875"
"2.14","","","","","","","","","","","","","14016","14016","14016","0.975","0.975","0.975","14016","14016","14016","0.825","0.825","0.825","","","","","","","","","","","","","14016","14016","14016","0.975","0.975","0.975","14016","14016","14016","0.975","0.975","0.975"
"2.16","","","","","","","7073","7073","7073","0.65","0.65","0.65","14147","14147","14147","0.875","0.875","0.875","14147","14147","14147","0.575","0.575","0.575","","","","","","","7073","7073","7073","0.875","0.875","0.875","14147","14147","14147","0.9","0.9","0.9","14147","14147","14147","0.9","0.9","0.9"
"2.1676646706586826","4715","4715","4715","0.4166666716337204","0.4166666716337204","0.4166666716337204","","","","","","","","","","","","","","","","","","","4715","4715","4715","0.8499999940395355","0.8499999940395355","0.8499999940395355","","","","","","","","","","","","","","","","","",""
"2.18","","","","","","","","","","","","","14278","14278","14278","0.925","0.925","0.925","14278","14278","14278","0.775","0.775","0.775","","","","","","","","","","","","","14278","14278","14278","0.975","0.975","0.975","14278","14278","14278","0.975","0.975","0.975"
"2.2","","","","","","","7204","7204","7204","0.6","0.6","0.6","14409","14409","14409","0.9","0.9","0.9","14409","14409","14409","0.625","0.625","0.625","","","","","","","7204","7204","7204","0.9375","0.9375","0.9375","14409","14409","14409","0.9","0.9","0.9","14409","14409","14409","1","1","1"
"2.22","","","","","","","","","","","","","14540","14540","14540","0.875","0.875","0.875","14540","14540","14540","0.95","0.95","0.95","","","","","","","","","","","","","14540","14540","14540","1","1","1","14540","14540","14540","0.975","0.975","0.975"
"2.2275449101796405","4846","4846","4846","0.4749999940395355","0.4749999940395355","0.4749999940395355","","","","","","","","","","","","","","","","","","","4846","4846","4846","0.875","0.875","0.875","","","","","","","","","","","","","","","","","",""
"2.24","","","","","","","7335","7335","7335","0.8125","0.8125","0.8125","14671","14671","14671","0.825","0.825","0.825","14671","14671","14671","0.825","0.825","0.825","","","","","","","7335","7335","7335","1","1","1","14671","14671","14671","0.975","0.975","0.975","14671","14671","14671","1","1","1"
"2.26","","","","","","","","","","","","","14802","14802","14802","0.85","0.85","0.85","14802","14802","14802","0.9","0.9","0.9","","","","","","","","","","","","","14802","14802","14802","0.975","0.975","0.975","14802","14802","14802","1","1","1"
"2.2800000000000002","","","","","","","7466","7466","7466","0.65","0.65","0.65","14933","14933","14933","0.875","0.875","0.875","14933","14933","14933","0.8","0.8","0.8","","","","","","","7466","7466","7466","0.9375","0.9375","0.9375","14933","14933","14933","0.975","0.975","0.975","14933","14933","14933","0.85","0.85","0.85"
"2.287425149700599","4977","4977","4977","0.4999999970197678","0.4999999970197678","0.4999999970197678","","","","","","","","","","","","","","","","","","","4977","4977","4977","0.8416666686534882","0.8416666686534882","0.8416666686534882","","","","","","","","","","","","","","","","","",""
"2.3","","","","","","","","","","","","","15064","15064","15064","0.9","0.9","0.9","15064","15064","15064","0.875","0.875","0.875","","","","","","","","","","","","","15064","15064","15064","0.975","0.975","0.975","15064","15064","15064","0.975","0.975","0.975"
"2.32","","","","","","","7597","7597","7597","0.6625","0.6625","0.6625","15195","15195","15195","0.9","0.9","0.9","15195","15195","15195","0.7","0.7","0.7","","","","","","","7597","7597","7597","0.85","0.85","0.85","15195","15195","15195","0.975","0.975","0.975","15195","15195","15195","1","1","1"
"2.34","","","","","","","","","","","","","15326","15326","15326","0.975","0.975","0.975","15326","15326","15326","0.925","0.925","0.925","","","","","","","","","","","","","15326","15326","15326","0.975","0.975","0.975","15326","15326","15326","0.975","0.975","0.975"
"2.3473053892215567","5108","5108","5108","0.4750000022351742","0.4750000022351742","0.4750000022351742","","","","","","","","","","","","","","","","","","","5108","5108","5108","0.7499999970197677","0.7499999970197677","0.7499999970197677","","","","","","","","","","","","","","","","","",""
"2.36","","","","","","","7728","7728","7728","0.6875","0.6875","0.6875","15457","15457","15457","0.975","0.975","0.975","15457","15457","15457","0.875","0.875","0.875","","","","","","","7728","7728","7728","0.9625","0.9625","0.9625","15457","15457","15457","0.975","0.975","0.975","15457","15457","15457","1","1","1"
"2.38","","","","","","","","","","","","","15588","15588","15588","1","1","1","15588","15588","15588","0.875","0.875","0.875","","","","","","","","","","","","","15588","15588","15588","1","1","1","15588","15588","15588","1","1","1"
"2.4","","","","","","","7859","7859","7859","0.775","0.775","0.775","15719","15719","15719","0.925","0.925","0.925","15719","15719","15719","0.875","0.875","0.875","","","","","","","7859","7859","7859","0.9625","0.9625","0.9625","15719","15719","15719","0.975","0.975","0.975","15719","15719","15719","1","1","1"
"2.407185628742515","5239","5239","5239","0.41666666716337203","0.41666666716337203","0.41666666716337203","","","","","","","","","","","","","","","","","","","5239","5239","5239","0.8750000059604645","0.8750000059604645","0.8750000059604645","","","","","","","","","","","","","","","","","",""
"2.42","","","","","","","","","","","","","15850","15850","15850","0.925","0.925","0.925","15850","15850","15850","0.65","0.65","0.65","","","","","","","","","","","","","15850","15850","15850","1","1","1","15850","15850","15850","1","1","1"
